10,3.0,H,4,2,25,3.2,H,8,2
11,3.8,Ti,4,2,26,4.6,H,8,6
12,3.2,O,4,2,27,4.2,Ti,8,2
13,2.2,All,2,6,28,5.6,Ti,8,6
14,2.5,All,2,2,29,3.4,O,8,2
15,3.2,All,2,6,30,4.6,O,8,6
Table  S5.  Parameters  of  the  structural  descriptors  S3 (see  Eq.  S8)  used  to  describe  the  atomic,,,,,,,,,
