epoch,phase,e_rmse_mol,e_rmse_atom,f_rmse,e_mae,f_mae
233,valid,0.252969,0.020581,0.206496,0.196679,0.141108
234,train,0.343507,0.02522,0.166436,0.253457,0.119396
234,valid,0.241811,0.019792,0.206133,0.17391,0.142787
235,train,0.300017,0.021162,0.161915,0.213034,0.108388
235,valid,0.317485,0.02563,0.226645,0.238363,0.160403
236,train,0.703059,0.048401,0.200085,0.487958,0.117285
236,valid,0.279554,0.02294,0.205931,0.245652,0.14176
237,train,0.436862,0.032039,0.1703,0.317661,0.120665
237,valid,0.367754,0.02981,0.208452,0.335487,0.142043
238,train,0.475976,0.034297,0.189989,0.364258,0.108943
238,valid,0.461909,0.037468,0.213695,0.413828,0.146808
239,train,0.618414,0.045308,0.161873,0.503829,0.106063
239,valid,0.607091,0.049486,0.203969,0.582797,0.137656
240,train,0.637412,0.044133,0.144376,0.507591,0.101677
240,valid,0.236672,0.019418,0.201388,0.205925,0.135265
241,train,0.656211,0.044535,0.146221,0.509702,0.101561
241,valid,0.6554,0.053063,0.20136,0.626167,0.13584
242,train,0.609518,0.044089,0.142934,0.504912,0.101335
242,valid,0.344133,0.027921,0.200992,0.295506,0.135115
243,train,0.643593,0.043438,0.141533,0.498889,0.100437
243,valid,0.730791,0.059335,0.200403,0.707532,0.134243
244,train,0.603225,0.044705,0.144894,0.503822,0.102906
244,valid,0.238404,0.019648,0.206107,0.16357,0.140298
245,train,0.598603,0.044266,0.145163,0.503108,0.102777
245,valid,0.62978,0.050936,0.201142,0.593949,0.135322
246,train,0.583994,0.043652,0.143727,0.498973,0.100387
246,valid,0.256356,0.020957,0.201535,0.202171,0.135119
247,train,0.598808,0.042221,0.14683,0.461062,0.104354
247,valid,0.30199,0.024468,0.205119,0.270487,0.139703
248,train,0.456355,0.029818,0.156734,0.327358,0.106561
248,valid,0.391645,0.032079,0.201727,0.35889,0.1361
249,train,0.438233,0.029122,0.143503,0.322001,0.101959
249,valid,0.394746,0.032242,0.20128,0.37266,0.13593
250,train,0.421544,0.030253,0.149718,0.331345,0.10176
250,valid,0.274714,0.022571,0.203711,0.243215,0.136945
251,train,0.394811,0.028605,0.143176,0.318763,0.10074
251,valid,0.356141,0.029096,0.200977,0.331836,0.13505
252,train,0.425185,0.029887,0.152793,0.321488,0.106621
252,valid,0.265514,0.021373,0.208525,0.207262,0.142042
253,train,0.43645,0.031806,0.17346,0.320407,0.116074
253,valid,0.429117,0.03496,0.207986,0.391506,0.14319
254,train,0.423056,0.030696,0.153627,0.325627,0.104415
254,valid,0.397841,0.032377,0.201131,0.373963,0.135108
255,train,0.399796,0.029578,0.152194,0.318992,0.101806
255,valid,0.359553,0.029306,0.198707,0.331506,0.13361
256,train,0.36874,0.02836,0.150315,0.30546,0.100545
256,valid,0.428543,0.035077,0.198227,0.399158,0.134373
257,train,0.527689,0.037202,0.184931,0.383989,0.110797
257,valid,0.541135,0.044533,0.265641,0.396034,0.193775
258,train,0.457325,0.035117,0.176452,0.337179,0.121466
258,valid,0.177475,0.014582,0.202892,0.126171,0.139312
259,train,0.374412,0.028317,0.147445,0.307022,0.104616
259,valid,0.24407,0.019881,0.200424,0.182531,0.135411
260,train,0.48665,0.032322,0.161437,0.313655,0.112835
260,valid,0.368084,0.030087,0.211354,0.288225,0.147404
261,train,0.435163,0.032607,0.156109,0.324123,0.111869
261,valid,0.490698,0.040183,0.209503,0.346075,0.143145
262,train,0.425665,0.029269,0.148258,0.308148,0.10075
262,valid,0.30725,0.024975,0.199011,0.245293,0.134894
263,train,0.384176,0.028029,0.144393,0.303279,0.103603
263,valid,0.233086,0.019193,0.198809,0.189874,0.134987
264,train,0.315499,0.022844,0.15041,0.231475,0.107395
264,valid,0.212535,0.017468,0.204757,0.182681,0.139243
265,train,0.413202,0.02742,0.147166,0.288508,0.100233
265,valid,0.294572,0.023893,0.19989,0.218753,0.13513
266,train,0.443281,0.03316,0.155032,0.339746,0.10142
266,valid,0.298365,0.024463,0.199656,0.272676,0.134852
267,train,0.614644,0.039365,0.13762,0.447996,0.096865
267,valid,0.583296,0.047385,0.19705,0.559143,0.132306
268,train,0.531669,0.039429,0.135153,0.451054,0.095909
268,valid,0.444759,0.035845,0.197152,0.408311,0.13267
269,train,0.542482,0.038642,0.135183,0.438439,0.096728
269,valid,0.527586,0.042658,0.196954,0.495135,0.132785
270,train,0.487139,0.035207,0.135756,0.389466,0.097062
270,valid,0.328905,0.026847,0.204185,0.308848,0.135705
271,train,0.492591,0.036908,0.21202,0.406882,0.104313
271,valid,0.263227,0.021531,0.197166,0.235468,0.132678
272,train,0.591221,0.039583,0.136222,0.447706,0.09635
272,valid,0.607018,0.048943,0.196957,0.574056,0.132596
273,train,0.585305,0.039497,0.132629,0.449427,0.094921
273,valid,0.234733,0.019183,0.196161,0.177657,0.132112
274,train,0.55045,0.038542,0.132974,0.437789,0.095173
274,valid,0.623378,0.050677,0.195865,0.591855,0.132053
275,train,0.365623,0.026935,0.142799,0.285208,0.103434
275,valid,0.789666,0.063974,0.197223,0.750683,0.133394
276,train,0.666377,0.045112,0.153316,0.470152,0.108623
276,valid,0.583895,0.047371,0.196757,0.549683,0.132622
277,train,0.522416,0.0368,0.136246,0.405548,0.0977
277,valid,0.369496,0.030232,0.19649,0.343843,0.131929
278,train,0.536845,0.038006,0.140988,0.430824,0.095676
278,valid,0.417612,0.033764,0.197491,0.379278,0.132525
279,train,0.559804,0.03796,0.132574,0.430181,0.094729
279,valid,0.547498,0.044469,0.195436,0.517443,0.131237
280,train,0.545044,0.037539,0.13925,0.423181,0.09564
280,valid,0.296043,0.023935,0.205357,0.259525,0.141685
281,train,0.359776,0.027103,0.150562,0.287071,0.099452
281,valid,0.225614,0.018563,0.202356,0.193302,0.136281
282,train,0.506315,0.038577,0.142278,0.386088,0.098217
282,valid,0.313951,0.025577,0.205843,0.254324,0.138498
283,train,0.359956,0.027956,0.196866,0.267927,0.110665
283,valid,0.257133,0.020712,0.204566,0.201192,0.141223
284,train,0.41918,0.031029,0.18565,0.30381,0.117133
284,valid,0.253226,0.020723,0.199768,0.190711,0.137595
285,train,0.365004,0.024991,0.159251,0.266389,0.102692
285,valid,0.298841,0.024181,0.196829,0.249711,0.133044
286,train,0.299777,0.023231,0.151542,0.22696,0.098827
286,valid,0.256787,0.020953,0.196512,0.206858,0.132434
287,train,0.545959,0.037205,0.157284,0.366418,0.100714
287,valid,0.325088,0.026279,0.195105,0.267215,0.132937
288,train,0.464187,0.034655,0.146493,0.372245,0.101466
288,valid,0.346941,0.028027,0.19558,0.299876,0.132242
289,train,0.504683,0.035689,0.131654,0.406281,0.093551
289,valid,0.585442,0.047289,0.192467,0.555122,0.130369
290,train,0.505185,0.035779,0.130177,0.405761,0.092747
290,valid,0.365262,0.029877,0.193345,0.339739,0.130772
291,train,0.490919,0.035425,0.129881,0.404854,0.09254
291,valid,0.440581,0.035832,0.193111,0.412891,0.130233
292,train,0.45745,0.033696,0.13506,0.366899,0.096843
292,valid,0.745892,0.060567,0.198634,0.71459,0.136068
293,train,0.323949,0.024539,0.171091,0.236308,0.111565
293,valid,0.30338,0.02487,0.209003,0.23558,0.143142
294,train,0.466999,0.030926,0.174914,0.296832,0.103654
294,valid,0.629395,0.050579,0.206771,0.582728,0.138526
295,train,0.370041,0.027673,0.167686,0.273275,0.102383
295,valid,0.199075,0.016355,0.20879,0.145406,0.143844
296,train,0.491679,0.036922,0.165236,0.373841,0.101895
296,valid,0.295611,0.024096,0.19754,0.244461,0.132859
297,train,0.471262,0.035515,0.149754,0.363446,0.099119
297,valid,0.376087,0.03073,0.197181,0.317487,0.133772
298,train,0.479511,0.036773,0.134163,0.372431,0.096915
298,valid,0.401522,0.033005,0.203483,0.291268,0.13852
299,train,0.384094,0.029826,0.141854,0.298546,0.096602
299,valid,0.427147,0.034387,0.19345,0.390513,0.130722
300,train,0.356246,0.023729,0.129042,0.256269,0.09236
300,valid,0.343406,0.027673,0.192571,0.304775,0.129171
301,train,0.328324,0.022457,0.126676,0.245799,0.090756
301,valid,0.31664,0.025699,0.196024,0.275725,0.130936
302,train,0.332081,0.022656,0.138626,0.243449,0.092517
302,valid,0.213881,0.017528,0.20086,0.188264,0.136728
303,train,0.314307,0.022976,0.12827,0.248601,0.091633
303,valid,0.17229,0.014164,0.192647,0.13866,0.129195
304,train,0.371567,0.027369,0.139219,0.276361,0.10111
304,valid,0.28346,0.022865,0.195922,0.233981,0.132665
305,train,0.565876,0.037129,0.144535,0.375208,0.098083
305,valid,0.452924,0.036382,0.199853,0.375039,0.136828
306,train,0.518993,0.034243,0.131979,0.379664,0.09489
306,valid,0.466592,0.03762,0.193049,0.432658,0.130029
307,train,0.436297,0.032599,0.126632,0.365041,0.091189
307,valid,0.252388,0.020696,0.193277,0.225214,0.130743
308,train,0.491058,0.034034,0.131537,0.361215,0.094992
308,valid,0.238948,0.019609,0.194886,0.210502,0.131492
309,train,0.316563,0.022402,0.126645,0.242276,0.090884
309,valid,0.331904,0.02707,0.192944,0.311672,0.129335
310,train,0.291215,0.021859,0.13005,0.233397,0.090939
310,valid,0.315234,0.025761,0.191659,0.29218,0.128784
311,train,0.313206,0.021552,0.124117,0.235047,0.089458
311,valid,0.320495,0.026175,0.192433,0.297386,0.128987
312,train,0.300808,0.021231,0.12353,0.230014,0.088728
312,valid,0.343469,0.028061,0.191936,0.319882,0.128695
313,train,0.283516,0.021386,0.123793,0.233475,0.088776
313,valid,0.41966,0.034104,0.191766,0.396122,0.128872
314,train,0.380477,0.027049,0.132906,0.279839,0.093887
314,valid,0.196626,0.01621,0.194707,0.158362,0.130568
315,train,0.349316,0.023798,0.145135,0.237401,0.099614
315,valid,0.186978,0.015401,0.198365,0.15536,0.131788
316,train,0.309836,0.023444,0.181607,0.221502,0.102532
316,valid,0.204927,0.016662,0.199815,0.151599,0.135051
317,train,0.38751,0.027619,0.134739,0.269748,0.09595
317,valid,0.229321,0.018833,0.196047,0.156486,0.135122
318,train,0.401341,0.028599,0.165794,0.269,0.093756
318,valid,0.209169,0.017009,0.196413,0.164451,0.132584
319,train,0.406022,0.030097,0.133327,0.325483,0.094978
319,valid,0.39013,0.03135,0.191088,0.352529,0.128417
320,train,0.355893,0.027142,0.136675,0.276332,0.097336
320,valid,0.212475,0.017186,0.191354,0.158891,0.129332
321,train,0.314222,0.022798,0.133723,0.242315,0.089968
321,valid,0.276114,0.02266,0.191815,0.245228,0.128893
322,train,0.297609,0.021542,0.143198,0.218215,0.097302
322,valid,0.229725,0.018805,0.197292,0.170873,0.132879
323,train,0.28652,0.021756,0.137063,0.213386,0.095072
323,valid,0.460184,0.037314,0.192553,0.420589,0.129865
324,train,0.356991,0.026158,0.132858,0.262828,0.093039
324,valid,0.182068,0.014676,0.191837,0.132636,0.129985
325,train,0.377944,0.026892,0.15429,0.269515,0.098311
325,valid,0.191863,0.015719,0.192992,0.159266,0.129457
326,train,0.404892,0.027923,0.138741,0.294756,0.092698
326,valid,0.187499,0.015361,0.189643,0.134847,0.129415
327,train,0.400894,0.028083,0.130909,0.313229,0.088322
327,valid,0.483618,0.039255,0.189625,0.459862,0.128087
328,train,0.356112,0.024138,0.129635,0.24982,0.093405
328,valid,0.403689,0.032619,0.191714,0.361671,0.130956
329,train,0.463632,0.02971,0.131093,0.307342,0.090026
329,valid,0.328134,0.026239,0.191254,0.284282,0.130291
330,train,0.400293,0.027627,0.12655,0.310938,0.087674
330,valid,0.46395,0.037551,0.189329,0.433803,0.127578
331,train,0.375872,0.027952,0.120583,0.313804,0.08619
331,valid,0.271845,0.021895,0.190145,0.228754,0.127806
332,train,0.381251,0.026884,0.119135,0.303617,0.08577
332,valid,0.437924,0.035711,0.18947,0.417335,0.12714
333,train,0.311434,0.024114,0.122989,0.241772,0.088499
333,valid,0.314121,0.025651,0.190651,0.284166,0.128565
334,train,0.344759,0.025293,0.135104,0.25731,0.092236
334,valid,0.394357,0.032456,0.194754,0.302575,0.132553
335,train,0.439159,0.031879,0.125893,0.320871,0.091338
335,valid,0.254205,0.020201,0.192662,0.201379,0.130938
336,train,0.383595,0.027724,0.131664,0.278434,0.09535
336,valid,0.403408,0.03283,0.190257,0.379419,0.128143
337,train,0.283025,0.021555,0.128341,0.210751,0.091409
337,valid,0.187931,0.015324,0.190706,0.14565,0.128777
338,train,0.281721,0.021039,0.12742,0.200936,0.08885
338,valid,0.280243,0.023025,0.191706,0.215633,0.129099
339,train,0.301859,0.021842,0.128758,0.214338,0.092795
339,valid,0.166725,0.013733,0.192214,0.123715,0.130174
340,train,0.314124,0.024334,0.126862,0.239669,0.09258
340,valid,0.183136,0.015075,0.190017,0.153956,0.128426
341,train,0.343811,0.023636,0.133621,0.231534,0.090028
341,valid,0.231597,0.018745,0.192749,0.185847,0.131123
342,train,0.28779,0.02107,0.137812,0.213559,0.093598
342,valid,0.270669,0.021891,0.191211,0.230253,0.129542
343,train,0.353572,0.026341,0.127722,0.28864,0.086974
343,valid,0.296604,0.024148,0.191219,0.272432,0.128275
344,train,0.33758,0.024475,0.128489,0.25178,0.092255
344,valid,0.505975,0.040826,0.190285,0.473433,0.127942
345,train,0.246304,0.018625,0.123729,0.189907,0.089763
345,valid,0.219648,0.017789,0.18909,0.177007,0.128196
346,train,0.355199,0.027489,0.137565,0.286068,0.090373
346,valid,0.169972,0.013781,0.191312,0.12159,0.128643
347,train,0.315595,0.023052,0.124121,0.234378,0.089958
347,valid,0.156202,0.012825,0.192809,0.120465,0.129882
348,train,0.283185,0.021506,0.127663,0.218021,0.088905
348,valid,0.205578,0.016952,0.189957,0.168962,0.127579
349,train,0.302379,0.021249,0.122176,0.21084,0.087496
349,valid,0.19575,0.016031,0.191374,0.139342,0.129923
350,train,0.240107,0.018238,0.122756,0.181109,0.087843
350,valid,0.353214,0.02877,0.191016,0.323093,0.127857
351,train,0.323239,0.022597,0.121392,0.234052,0.08653
351,valid,0.205529,0.016765,0.19191,0.151835,0.129668
352,train,0.249112,0.019138,0.124517,0.18771,0.090813
352,valid,0.311754,0.025384,0.191177,0.285508,0.130891
353,train,0.390618,0.029115,0.119886,0.302277,0.087027
353,valid,0.271713,0.022108,0.193042,0.243716,0.131488
354,train,0.247885,0.018087,0.117575,0.187748,0.085367
354,valid,0.257612,0.021058,0.189574,0.232493,0.127984
355,train,0.262472,0.01932,0.121205,0.199634,0.087235
355,valid,0.244356,0.019734,0.191582,0.201156,0.127985
356,train,0.304763,0.02234,0.124429,0.240107,0.084916
356,valid,0.367528,0.029997,0.188885,0.342764,0.127475
357,train,0.262851,0.01906,0.123319,0.18712,0.089391
357,valid,0.311622,0.025683,0.19873,0.264696,0.138377
358,train,0.337106,0.025894,0.123851,0.261602,0.089988
358,valid,0.415113,0.03353,0.188504,0.383635,0.128001
359,train,0.395708,0.028605,0.119846,0.298137,0.085863
359,valid,0.186245,0.015297,0.190597,0.131255,0.128955
360,train,0.302395,0.021234,0.12063,0.212037,0.086532
360,valid,0.230002,0.018597,0.187489,0.188463,0.126726
361,train,0.267113,0.020167,0.130201,0.207704,0.086291
361,valid,0.199674,0.016089,0.190227,0.156292,0.12893
362,train,0.231163,0.016536,0.116165,0.172522,0.083531
362,valid,0.272546,0.021971,0.188197,0.233531,0.126716
363,train,0.256223,0.01802,0.12401,0.185399,0.086929
363,valid,0.227434,0.018434,0.196152,0.184606,0.13277
364,train,0.269167,0.020972,0.131349,0.198118,0.089086
364,valid,0.200614,0.016516,0.189988,0.144241,0.127712
365,train,0.260175,0.018979,0.120028,0.18705,0.08765
365,valid,0.238909,0.019543,0.189371,0.213742,0.128026
366,train,0.231614,0.016596,0.115359,0.171804,0.083226
366,valid,0.160152,0.013055,0.189476,0.109285,0.128483
367,train,0.3003,0.021827,0.117815,0.217884,0.084601
367,valid,0.311796,0.025428,0.18991,0.2852,0.129281
368,train,0.235638,0.017765,0.121346,0.176238,0.088594
368,valid,0.201968,0.016552,0.190098,0.168106,0.129662
369,train,0.450817,0.031112,0.126824,0.34646,0.083066
369,valid,0.205249,0.016808,0.187019,0.174258,0.126091
370,train,0.278708,0.021393,0.121096,0.218169,0.084026
370,valid,0.248273,0.020412,0.188079,0.217257,0.126987
371,train,0.241861,0.01863,0.125211,0.180387,0.084673
371,valid,0.149046,0.01216,0.190832,0.107857,0.129836
372,train,0.318635,0.020006,0.122749,0.200678,0.085389
372,valid,0.247397,0.020163,0.192112,0.202671,0.130674
373,train,0.286284,0.020712,0.119472,0.209575,0.086392
373,valid,0.305032,0.025154,0.187736,0.244306,0.12688
374,train,0.291217,0.021876,0.122859,0.217949,0.08445
374,valid,0.4607,0.03699,0.19041,0.424847,0.130253
375,train,0.269949,0.018718,0.120016,0.184701,0.085056
375,valid,0.27213,0.022398,0.188823,0.177189,0.128102
376,train,0.249625,0.017505,0.113775,0.17807,0.082732
376,valid,0.201617,0.016257,0.187507,0.159864,0.126023
377,train,0.239232,0.016667,0.115699,0.167529,0.082939
377,valid,0.412916,0.0334,0.189578,0.383493,0.12774
378,train,0.41568,0.029733,0.117554,0.33321,0.084712
378,valid,0.433799,0.034959,0.189614,0.405085,0.127071
379,train,0.432986,0.0292,0.113381,0.328136,0.081351
379,valid,0.51932,0.041767,0.187627,0.490143,0.12595
380,train,0.429208,0.029057,0.114711,0.329032,0.080538
380,valid,0.169276,0.013868,0.187581,0.117189,0.126454
381,train,0.282796,0.020816,0.117187,0.215737,0.083885
381,valid,0.178889,0.014625,0.187379,0.151358,0.126248
382,train,0.272694,0.020796,0.116353,0.219927,0.08162
382,valid,0.391546,0.031893,0.18941,0.369296,0.128571
383,train,0.302289,0.021235,0.116381,0.209941,0.085495
383,valid,0.293186,0.023682,0.186628,0.252991,0.126198
384,train,0.320173,0.022752,0.118197,0.231599,0.086376
384,valid,0.473953,0.038457,0.193581,0.439727,0.13357
385,train,0.381494,0.02805,0.11841,0.313812,0.082343
385,valid,0.474144,0.038305,0.186686,0.443595,0.125836
386,train,0.379598,0.0279,0.112431,0.312997,0.08025
386,valid,0.401225,0.03232,0.186214,0.368864,0.125385
387,train,0.249315,0.018095,0.119732,0.178769,0.087505
387,valid,0.177894,0.014643,0.190318,0.143084,0.12686
388,train,0.235929,0.017618,0.123085,0.173953,0.083855
388,valid,0.172753,0.013981,0.190022,0.128542,0.127904
389,train,0.31262,0.023543,0.117214,0.246492,0.082507
389,valid,0.160254,0.013203,0.198249,0.118328,0.130753
390,train,0.191174,0.014201,0.120858,0.140036,0.084386
390,valid,0.199266,0.016376,0.187383,0.165735,0.126513
391,train,0.21932,0.016789,0.117658,0.163129,0.083785
391,valid,0.201425,0.016313,0.187581,0.157597,0.1261
392,train,0.198867,0.014829,0.114118,0.145727,0.082031
392,valid,0.206485,0.016687,0.189096,0.158637,0.126493
393,train,0.251562,0.017435,0.115977,0.170182,0.083339
393,valid,0.219522,0.017823,0.188137,0.172164,0.126405
394,train,0.210954,0.015695,0.114002,0.155313,0.083423
394,valid,0.239616,0.019335,0.186698,0.196195,0.125178
395,train,0.196953,0.013866,0.111076,0.140034,0.079465
395,valid,0.218876,0.018001,0.186167,0.185926,0.124522
396,train,0.211564,0.016058,0.1155,0.157101,0.081434
396,valid,0.206837,0.016928,0.187626,0.181991,0.126226
397,train,0.231678,0.017383,0.118022,0.168431,0.081009
397,valid,0.165338,0.013406,0.185417,0.122862,0.12473
398,train,0.179367,0.013683,0.110852,0.133897,0.080764
398,valid,0.16068,0.013146,0.189526,0.115679,0.127211
399,train,0.258229,0.019001,0.111998,0.18865,0.080849
399,valid,0.27484,0.022516,0.186482,0.249722,0.125107
400,train,0.278463,0.021211,0.122261,0.216498,0.081152
400,valid,0.39406,0.031691,0.188372,0.359984,0.127198
401,train,0.272864,0.020544,0.112765,0.201488,0.080925
401,valid,0.280888,0.022982,0.189892,0.233011,0.12807
402,train,0.232418,0.01597,0.114527,0.156982,0.081499
402,valid,0.300237,0.024515,0.187852,0.276486,0.125842
403,train,0.243805,0.018382,0.110484,0.179863,0.080586
403,valid,0.149374,0.012227,0.187664,0.115394,0.126263
404,train,0.205949,0.013878,0.117283,0.134013,0.081918
404,valid,0.18124,0.014838,0.186715,0.154171,0.125949
405,train,0.236225,0.016895,0.113203,0.175168,0.079085
405,valid,0.185891,0.015069,0.186242,0.144913,0.124858
406,train,0.268866,0.017611,0.109482,0.187395,0.078943
406,valid,0.194382,0.01567,0.18566,0.155115,0.124643
407,train,0.233743,0.016044,0.112823,0.166707,0.079778
407,valid,0.214505,0.01764,0.187051,0.181044,0.126783
408,train,0.195285,0.014885,0.111491,0.146532,0.081543
408,valid,0.155229,0.012777,0.186626,0.121245,0.125931
409,train,0.187686,0.014118,0.109405,0.140485,0.079475
409,valid,0.157071,0.012921,0.186231,0.118614,0.124958
410,train,0.245129,0.019055,0.111121,0.179896,0.079689
410,valid,0.282018,0.023155,0.187164,0.253562,0.125533
411,train,0.192799,0.013642,0.109205,0.132638,0.078525
411,valid,0.166113,0.013633,0.18641,0.12852,0.125266
412,train,0.254774,0.017939,0.113264,0.182414,0.079007
412,valid,0.173621,0.014246,0.185935,0.144928,0.1252
413,train,0.223078,0.015135,0.111069,0.148455,0.080067
413,valid,0.149521,0.012158,0.188321,0.106808,0.126065
414,train,0.203983,0.014945,0.112679,0.147239,0.078645
414,valid,0.150831,0.012346,0.185876,0.104943,0.124682
415,train,0.180137,0.01386,0.110443,0.132696,0.079363
415,valid,0.283978,0.022685,0.186987,0.243089,0.126639
416,train,0.258471,0.017731,0.110422,0.179796,0.080684
416,valid,0.256141,0.020577,0.187241,0.21636,0.12636
417,train,0.221641,0.016152,0.10894,0.165788,0.079501
417,valid,0.218716,0.01766,0.185585,0.178772,0.124855
418,train,0.21185,0.015292,0.10709,0.158229,0.077495
418,valid,0.183165,0.015101,0.18749,0.140203,0.125675
419,train,0.186863,0.01353,0.109483,0.131455,0.079275
419,valid,0.218611,0.017555,0.185849,0.172983,0.124704
420,train,0.192286,0.01295,0.107692,0.126071,0.078135
420,valid,0.216536,0.017731,0.186672,0.159215,0.125432
421,train,0.23561,0.015301,0.110035,0.152227,0.080299
421,valid,0.146575,0.011903,0.186491,0.102724,0.125389
422,train,0.200641,0.014366,0.107882,0.143139,0.078659
422,valid,0.158457,0.013041,0.185765,0.124404,0.124546
423,train,0.212626,0.01531,0.108047,0.162079,0.076914
423,valid,0.235102,0.01897,0.185631,0.196037,0.124053
424,train,0.204567,0.014969,0.105305,0.155657,0.076359
424,valid,0.165328,0.013568,0.186116,0.135898,0.12439
425,train,0.179757,0.013254,0.10808,0.12568,0.078986
425,valid,0.164984,0.013508,0.187413,0.136832,0.126401
426,train,0.182147,0.013774,0.10812,0.135853,0.078125
426,valid,0.205991,0.016588,0.186533,0.166095,0.125457
427,train,0.190775,0.014252,0.107583,0.142245,0.078388
427,valid,0.159484,0.012976,0.184878,0.113815,0.124213
428,train,0.198867,0.015421,0.110222,0.152298,0.079041
428,valid,0.337107,0.027232,0.186977,0.301262,0.125613
429,train,0.181194,0.013854,0.110276,0.134392,0.077842
429,valid,0.140801,0.011507,0.185412,0.096462,0.124458
430,train,0.181848,0.012673,0.106953,0.122317,0.078013
430,valid,0.218659,0.017939,0.186509,0.19322,0.125083
431,train,0.196845,0.014446,0.11012,0.145291,0.078265
431,valid,0.149881,0.012262,0.186883,0.10405,0.125518
432,train,0.206511,0.014934,0.107346,0.14727,0.078248
432,valid,0.188832,0.015485,0.185302,0.160821,0.12452
433,train,0.188631,0.013842,0.108469,0.139891,0.076734
433,valid,0.236489,0.019402,0.186566,0.208104,0.125422
434,train,0.191814,0.014314,0.110953,0.14449,0.077821
434,valid,0.148219,0.012103,0.185974,0.103832,0.124315
435,train,0.184403,0.013732,0.105799,0.137507,0.076593
435,valid,0.204459,0.016794,0.185471,0.17919,0.124218
436,train,0.199214,0.01467,0.105791,0.149294,0.076597
436,valid,0.158577,0.012812,0.18596,0.114902,0.124779
437,train,0.18007,0.013297,0.106335,0.134303,0.076457
437,valid,0.255391,0.020835,0.185154,0.231382,0.124034
438,train,0.191725,0.014019,0.106309,0.138614,0.077026
438,valid,0.17079,0.013841,0.185097,0.127307,0.124139
439,train,0.154729,0.011802,0.106684,0.111876,0.077423
439,valid,0.148038,0.012036,0.186692,0.11148,0.126732
440,train,0.163768,0.012341,0.107663,0.119083,0.077689
440,valid,0.206014,0.016614,0.186005,0.16538,0.125138
441,train,0.167315,0.012479,0.105499,0.120048,0.076842
441,valid,0.266211,0.021407,0.185228,0.230187,0.124618
442,train,0.192195,0.013362,0.104821,0.126628,0.075845
442,valid,0.137485,0.01124,0.185831,0.096429,0.124378
443,train,0.172758,0.012896,0.105849,0.124376,0.076682
443,valid,0.19305,0.015807,0.185457,0.16746,0.124983
444,train,0.193152,0.013018,0.10562,0.128713,0.076997
444,valid,0.216431,0.017435,0.186448,0.17356,0.124883
445,train,0.201416,0.014745,0.104758,0.148906,0.076223
445,valid,0.164757,0.013419,0.184484,0.123665,0.123413
446,train,0.163171,0.01168,0.104819,0.110517,0.076407
446,valid,0.133859,0.010941,0.185301,0.094174,0.124301
447,train,0.146991,0.011497,0.104044,0.108644,0.075601
447,valid,0.224528,0.018183,0.185261,0.181903,0.123909
448,train,0.164076,0.011901,0.104772,0.115064,0.075782
448,valid,0.212025,0.017402,0.183715,0.183146,0.12323
449,train,0.168308,0.013063,0.103505,0.130136,0.07541
449,valid,0.159318,0.012893,0.184931,0.116083,0.124811
450,train,0.150187,0.011348,0.103691,0.107905,0.075595
450,valid,0.180145,0.01461,0.18523,0.137322,0.124269
451,train,0.166247,0.012615,0.104623,0.123704,0.075283
451,valid,0.15081,0.012406,0.185542,0.11464,0.123842
452,train,0.172288,0.012523,0.1038,0.121364,0.075492
452,valid,0.143911,0.011818,0.184706,0.103666,0.123749
453,train,0.172377,0.013319,0.10459,0.129543,0.076339
453,valid,0.169221,0.013656,0.184828,0.126924,0.124331
454,train,0.174238,0.012811,0.104001,0.124077,0.075326
454,valid,0.14655,0.011909,0.185143,0.10474,0.12391
455,train,0.155014,0.011608,0.10491,0.110869,0.075509
455,valid,0.151893,0.012341,0.184984,0.109618,0.124234
456,train,0.171956,0.012423,0.103869,0.120342,0.075484
456,valid,0.141465,0.011594,0.184167,0.102181,0.123457
457,train,0.161959,0.012218,0.103625,0.119091,0.074623
457,valid,0.172834,0.013956,0.185207,0.131308,0.123818
458,train,0.159411,0.012087,0.103105,0.11723,0.074847
458,valid,0.164048,0.013501,0.184607,0.135225,0.123901
459,train,0.150461,0.011376,0.102834,0.107565,0.074782
459,valid,0.205932,0.016586,0.184112,0.164234,0.123619
460,train,0.172371,0.012931,0.105511,0.126677,0.074847
460,valid,0.22555,0.018561,0.183423,0.190743,0.123384
461,train,0.188673,0.013874,0.102122,0.136363,0.074341
461,valid,0.140809,0.011524,0.183486,0.101128,0.123069
462,train,0.169085,0.012899,0.102563,0.128257,0.074602
462,valid,0.13159,0.010748,0.184634,0.093148,0.123946
463,train,0.144023,0.011199,0.103167,0.10532,0.075432
463,valid,0.162207,0.013168,0.183963,0.118734,0.123213
464,train,0.147074,0.011065,0.101991,0.103148,0.074309
464,valid,0.138153,0.011335,0.183604,0.097174,0.123263
465,train,0.154142,0.01121,0.102919,0.106871,0.075086
465,valid,0.138543,0.011364,0.183805,0.09823,0.123085
466,train,0.146001,0.011,0.10307,0.099971,0.074776
466,valid,0.198797,0.016002,0.184987,0.160931,0.123745
467,train,0.173605,0.01304,0.101922,0.128413,0.074075
467,valid,0.195501,0.015816,0.18471,0.154907,0.123995
468,train,0.170654,0.012979,0.103022,0.1267,0.074082
468,valid,0.13242,0.010819,0.18398,0.093117,0.123224
469,train,0.154509,0.011889,0.102128,0.115377,0.074123
469,valid,0.141248,0.011507,0.184655,0.100376,0.12309
