Wave Vector	Branch 1	Branch 2	Branch 3	Branch 4	Branch 5	Branch 6	Branch 7	Branch 8	Branch 9	Branch 10	Branch 11	Branch 12	Branch 13	Branch 14	Branch 15	Branch 16	Branch 17	Branch 18	Branch 19	Branch 20	Branch 21	Branch 22	Branch 23	Branch 24	Branch 25	Branch 26	Branch 27	Branch 28	Branch 29	Branch 30	Branch 31	Branch 32	Branch 33	Branch 34	Branch 35	Branch 36	Branch 37	Branch 38	Branch 39	Branch 40	Branch 41	Branch 42	Branch 43	Branch 44	Branch 45	Branch 46	Branch 47	Branch 48	Branch 49	Branch 50	Branch 51	Branch 52	Branch 53	Branch 54	Branch 55	Branch 56	Branch 57	Branch 58	Branch 59	Branch 60	Branch 61	Branch 62	Branch 63	Branch 64	Branch 65	Branch 66	Branch 67	Branch 68	Branch 69	Branch 70	Branch 71	Branch 72	Branch 73	Branch 74	Branch 75	Branch 76	Branch 77	Branch 78	Branch 79	Branch 80	Branch 81	Branch 82	Branch 83	Branch 84	Branch 85	Branch 86	Branch 87	Branch 88	Branch 89	Branch 90
0.2495094	0.6265260932	1.5650055278	1.723101668	1.9438692868	2.3365885408	2.4213067459	2.9077350478	3.1392063062	3.3489617286	3.6047391388	3.7078267923	3.8852923762	4.2325014518	4.5080045249	4.7409489762	4.9244063467	5.1159450527	5.3314051505	5.5190584498	5.9098499267	5.999062196	6.1377901133	6.2879201322	6.6398643318	6.9575309484	7.1432596501	7.2750678639	7.6106275744	7.8656001393	8.0643180986	8.2115986661	8.380815397	8.5674228654	8.791469159	8.9611474896	9.2310220766	9.3450188383	9.5935857889	9.7975007337	10.1364966702	10.1677477006	10.8263759861	10.9595777151	11.095311077	11.4426821607	11.6374026617	11.9737541683	12.1905770031	12.4538073028	12.7855346262	13.137749865	13.3700300772	13.648364137	13.8878457658	14.6154868292	14.7699272318	15.010904228	15.1780805488	15.3480635806	15.796926459	15.9366880349	16.4022452128	16.7021752743	17.3324248588	17.7419977097	17.9472212381	18.2049875744	19.3707616136	19.8037835727	20.3284829378	21.1571548764	21.39552192	22.3580567233	22.9230238747	23.2624873013	23.9077805359	24.6743609806	25.2580673769	25.4178350356	25.5751018545	25.8682603156	26.8070413208	27.0621216609	27.7230534278	28.1465259365	29.3067916105	30.6799769825	31.0139468116	31.1972043268	34.6333155211
0.2514088	0.5933881781	1.5497168074	1.7062822341	1.9517649765	2.3407330575	2.4241192338	2.9034737557	3.1451572218	3.3544576283	3.6085389475	3.6884286005	3.8670299209	4.2409440549	4.4919876184	4.7259974592	4.9164468164	5.1111604213	5.3243448822	5.5098682363	5.8906936679	5.9999077349	6.1315893464	6.2780004898	6.6358916342	6.9460001245	7.1458331315	7.287346825	7.6224994322	7.8506434349	8.0577212275	8.2113492287	8.3725977292	8.5559596734	8.7831056988	8.9572119068	9.2318139233	9.3369049995	9.5886258752	9.7845935234	10.1317131365	10.1626817107	10.8259099352	10.9722433551	11.1021412126	11.4476632919	11.6443329675	11.9775513204	12.1898843394	12.4450330638	12.7797697181	13.1395959382	13.3866617661	13.647602171	13.8912710874	14.6119515399	14.7622470737	15.0056217344	15.1672976993	15.3465928472	15.7951024246	15.9344895296	16.4051595623	16.692845846	17.3194764439	17.7273268702	17.9397459136	18.2085226887	19.3696785033	19.798224863	20.3193691384	21.1611584643	21.3915272608	22.36449289	22.9171233684	23.2642608776	23.9274822828	24.6867261131	25.2601996544	25.4089354015	25.5783188508	25.8733046354	26.7972789041	27.0619077513	27.7218097483	28.145296206	29.2934787133	30.6580459776	30.9921050711	31.1788613848	34.6383948438
0.2533082	0.5597792627	1.5320822267	1.6868464976	1.9594959802	2.3425471328	2.4288472903	2.9005854131	3.1518706465	3.359330835	3.6073327164	3.6742843857	3.8477405898	4.248583813	4.4749394332	4.7097877247	4.9092472855	5.1052967072	5.3175323853	5.5009661704	5.8699706989	6.0011875551	6.1250009786	6.2709331905	6.6318526648	6.9338265184	7.1462750895	7.3007994351	7.6344286082	7.8356984204	8.0501963966	8.2099061154	8.3638105354	8.5459451615	8.7733714465	8.9534375555	9.2332839901	9.3280023217	9.5813175336	9.7723445818	10.1277516015	10.1578327407	10.8249002354	10.9841135004	11.1098098931	11.4524280082	11.6515365932	11.9824121111	12.1886654094	12.4369934235	12.7743892027	13.1409487437	13.4034368584	13.6471871595	13.8944441596	14.6071641217	14.7553837964	15.000447405	15.1551058616	15.3459084996	15.7932112183	15.9326267478	16.4075647825	16.6833696674	17.3061773141	17.7127472599	17.9307758822	18.2123493978	19.3692405656	19.7902379455	20.3118463402	21.1657928404	21.387682752	22.3702729515	22.9108453583	23.2659095779	23.9471136801	24.6996410809	25.2623845473	25.3998361264	25.5816141051	25.8786590254	26.7872435735	27.0607202247	27.7208126091	28.1435639131	29.2796674174	30.6352599574	30.9691740558	31.1605161471	34.6436520929
0.2552076	0.5260316868	1.5119332824	1.6650051085	1.9668123549	2.3428273236	2.4346051288	2.8990732914	3.1591604058	3.363078355	3.5981333898	3.6686556399	3.8277464093	4.2549773374	4.4571886188	4.6929046132	4.9025260929	5.0982035721	5.3110127805	5.4925864491	5.8483998775	6.0023086996	6.1179568486	6.2667437325	6.6278036388	6.9211829334	7.145203885	7.3147810976	7.6461033455	7.82099559	8.0417343834	8.2068836697	8.3548383355	8.5373660897	8.7625538631	8.9497680722	9.2350312429	9.3183306739	9.5717600146	9.7609496476	10.1246357023	10.1532792159	10.8234461873	10.9948924434	11.1183629263	11.4568326377	11.6591108428	11.9882657758	12.1869562474	12.4298173601	12.7694523301	13.1418066288	13.4202083351	13.6471017843	13.8974160127	14.601083711	14.749423937	14.9954053174	15.1417147786	15.3459041537	15.7912247443	15.9311175466	16.4093870709	16.6738353879	17.2925680977	17.698404557	17.920273144	18.2164759503	19.3694360247	19.7797041666	20.3061300663	21.1709955331	21.3840376536	22.3753506947	22.9041843663	23.2674189757	23.9664911319	24.7130610366	25.2646095537	25.3905779001	25.5849944513	25.884294158	26.7769535515	27.0585173624	27.7200789618	28.141249865	29.2654419469	30.6116771935	30.9453501925	31.1422348901	34.6490597405
0.2571070	0.492493761	1.4890650797	1.6411308796	1.9734467332	2.3422584602	2.4406525038	2.8988114614	3.1667249932	3.3651326323	3.58221753	3.6705464692	3.8075253141	4.2595795728	4.4391413735	4.6760705542	4.8959492612	5.0897626258	5.3047478444	5.48497137	5.8265229002	6.0025972997	6.1109940058	6.26510508	6.6237895069	6.9082614251	7.1431403588	7.3287580042	7.6570519653	7.806911139	8.0323557375	8.2019076837	8.3461046369	8.5301176076	8.7509838856	8.9461415994	9.2364281422	9.3080884251	9.5602329565	9.7504957698	10.1223631006	10.1490864928	10.8216109651	11.0043953399	11.1277984704	11.4607289604	11.6671689827	11.9949911726	12.1848297089	12.423608323	12.7650100862	13.1421850441	13.4368209437	13.6473270306	13.9002542493	14.5937418745	14.7443860618	14.9905054535	15.1273559554	15.3464655013	15.7891196485	15.9299616789	16.4105534704	16.6643394744	17.2786880577	17.6844304092	17.9082569967	18.2208819853	19.3702271777	19.7666101092	20.3023424566	21.176688136	21.3806454461	22.3796937393	22.8971350032	23.2687776469	23.9854418173	24.7269364224	25.2668636873	25.3812046211	25.5884635243	25.8901747751	26.7664327534	27.0552745103	27.7196111496	28.1382771851	29.2508928612	30.5873520878	30.9208541282	31.1240644234	34.6545890132
0.2590065	0.4595251468	1.4632473833	1.6157388509	1.9791181971	2.3412589066	2.4465550511	2.8995369532	3.1741056879	3.3649272482	3.5633596531	3.6764092687	3.7877651095	4.2617241693	4.4213279683	4.6600517088	4.8891806814	5.0799027134	5.2986328425	5.4783394459	5.8047530734	6.0013522532	6.105037422	6.2654670268	6.6198410115	6.8952734823	7.1404894247	7.3423183299	7.6665280694	7.7940817251	8.0221145045	8.1947092232	8.3379533515	8.524030316	8.7390076769	8.9424942831	9.2365011443	9.2978140206	9.5471649456	9.740972917	10.1209096743	10.1453053959	10.8194224923	11.0125749478	11.1380397302	11.463974365	11.6758279312	12.0024142719	12.1824018082	12.41844123	12.7611063627	13.1421131245	13.4531127893	13.6478443434	13.9030418498	14.5852383112	14.7402244145	14.9857390676	15.1122723361	15.3474833652	15.7868795637	15.9291404953	16.4109914428	16.6549858254	17.2645759468	17.6709449838	17.8947939101	18.2255232643	19.3715466693	19.7510573051	20.3005058101	21.1827772222	21.3775656492	22.3832818644	22.8896924588	23.2699769388	24.0038065293	24.7412119025	25.2691379331	25.3717637295	25.5920207024	25.8962599042	26.7557118511	27.0509849152	27.7193947371	28.1345749605	29.2361156976	30.5623367543	30.895920315	31.1060383061	34.6602100388
0.2609059	0.4274886984	1.4342623896	1.5894335024	1.9835367305	2.3400166994	2.4521433891	2.9008537659	3.1806199988	3.3620638974	3.5440141788	3.683784348	3.7694625974	4.2606346169	4.4044408879	4.6455580063	4.8819129319	5.0686171256	5.292521334	5.4728452397	5.7834349985	5.9980327093	6.1009975986	6.2672285725	6.6159733975	6.8824456082	7.1375576763	7.3551509154	7.673361416	7.7835535911	8.011098932	8.1852202466	8.3305342954	8.5188954793	8.7269598751	8.9387630969	9.2338223988	9.2885383128	9.53306851	9.7323136842	10.1202317405	10.1419739375	10.8168769658	11.0195213758	11.1489312616	11.4664430221	11.6851942812	12.0103057262	12.1798370927	12.4143620326	12.7577789175	13.1416304939	13.4689170246	13.648637713	13.9058753122	14.5757236688	14.7368446977	14.9810722322	15.0967173463	15.3488599163	15.7844961955	15.9286181142	16.4106292108	16.6458843883	17.250270866	17.6580588538	17.8799865011	18.2303377655	19.3732913888	19.7332620428	20.3005490459	21.1891549037	21.3748656773	22.3861054174	22.8818530158	23.2710107287	24.0214420912	24.7558252205	25.2714252667	25.3623070796	25.5956601439	25.9025031147	26.7448290092	27.0456600407	27.7193968312	28.1300824419	29.2212092045	30.5366832832	30.8707863027	31.0881827444	34.6658920098
0.2628053	0.3967366175	1.4019688214	1.5628268056	1.9864094424	2.3385762917	2.4574099345	2.902243328	3.1852724163	3.3566088424	3.5253049052	3.6908870312	3.7541652222	4.2555340025	4.3892896207	4.6331457578	4.8738803404	5.0559807791	5.2862484995	5.468543319	5.7628987421	5.9925183275	6.0993557348	6.2698553322	6.61218719	6.8700115172	7.1345765728	7.367020296	7.6759777902	7.7767625791	7.9994302787	8.1736145709	8.323756358	8.5144802751	8.7151393834	8.9348889809	9.226896326	9.2814378098	9.5184684533	9.7244384815	10.1202641011	10.1391241284	10.8139446277	11.025433333	11.1602609783	11.468036026	11.6953511423	12.0183787061	12.177352204	12.4113900203	12.7550600342	13.1407843733	13.484063853	13.6496956779	13.908861842	14.5653766841	14.734124779	14.9764363469	15.0809624983	15.3505101545	15.7819692707	15.9283439818	16.4093972609	16.6371483988	17.2358131214	17.6458742175	17.8639631302	18.2352517162	19.3753126284	19.7135492845	20.3023243192	21.1956992864	21.3726224687	22.3881638541	22.8736145743	23.27187518	24.0382232708	24.7707060462	25.2737197028	25.3528928585	25.5993700111	25.908852784	26.7338302519	27.0393293259	27.7195649667	28.1247536835	29.2062732155	30.5104465068	30.8456827489	31.0705213767	34.6716033614
0.2647047	0.3675881942	1.3663714115	1.5364512515	1.9874496005	2.3369104391	2.4624106068	2.9030735538	3.1866935242	3.349419265	3.5075630684	3.6953741466	3.7444316739	4.2459250947	4.3765826289	4.6231371232	4.8648621875	5.0421613522	5.2796470592	5.4653701438	5.7434997156	5.9851917598	6.1000064561	6.2729260709	6.6084713684	6.8582016752	7.1317213201	7.3777470406	7.673083328	7.7748491698	7.9872612368	8.1602670426	8.3173356339	8.5105312094	8.7037883207	8.9308217326	9.2153693919	9.2766540032	9.5038482127	9.717286766	10.1209093478	10.1367981191	10.8105775997	11.0305740533	11.1717950105	11.4686885125	11.70634822	12.0262889349	12.1752157151	12.4095223569	12.752976822	13.1396270098	13.4983831581	13.6510131684	13.912115334	14.5543833627	14.7319326846	14.9717140538	15.0653130175	15.3523607529	15.7793056055	15.9282565113	16.4072313145	16.6288899597	17.2212450725	17.6344854513	17.8468691022	18.2401846678	19.3774005852	19.6923475707	20.3056287083	21.2022753117	21.3709234115	22.3894644386	22.8649771745	23.2725685034	24.0540441371	24.7857748797	25.2760132639	25.3435896145	25.6031319762	25.9152523566	26.7227694037	27.0320394382	27.7198265849	28.1185624381	29.1914062598	30.4836869586	30.820824774	31.0530786583	34.6773119629
0.2666041	0.3402962417	1.3276608873	1.5107050485	1.9863886749	2.3349594057	2.4671927198	2.9026006528	3.1832898317	3.3421664302	3.4906440224	3.6947637221	3.7429578644	4.2319378227	4.3666162562	4.6155754163	4.8546856109	5.0274155425	5.272558026	5.4631525981	5.725636055	5.9767285735	6.1024460357	6.2761361751	6.6048089544	6.8472308401	7.1291241956	7.3871941841	7.6647473201	7.7775737124	7.9747758336	8.1456624524	8.3109021641	8.5067678891	8.6930757928	8.9265281189	9.200347548	9.2729900104	9.4896236818	9.7108278492	10.1220078456	10.1350838494	10.8067194454	11.035228032	11.1833096867	11.4683725871	11.7181966287	12.0336422266	12.1737396028	12.4087398156	12.7515511189	13.1382134155	13.5117081516	13.6525929816	13.9157509938	14.5429224857	14.7301377389	14.9667200221	15.0501304505	15.3543477535	15.7765176925	15.9282873468	16.4040768169	16.621213948	17.2066119631	17.6239789533	17.8288599441	18.2450532536	19.379260849	19.6701922617	20.3102258817	21.2087367739	21.3698658016	22.3900211109	22.8559435038	23.2730907241	24.0688188252	24.8009420761	25.2782882756	25.3344849389	25.6069210923	25.9216405998	26.7117075346	27.0238531442	27.7200891006	28.1115070508	29.1767030456	30.4564736199	30.7964050264	31.0358819181	34.6829853206
0.2685036	0.3150001494	1.2862036905	1.4858513609	1.9829901211	2.3326365451	2.4717539548	2.8999661393	3.1738722866	3.3366691479	3.4742626626	3.6901762076	3.7485729502	4.2144114621	4.3591871921	4.6102284934	4.843237016	5.0120627367	5.264845798	5.4616429078	5.7097359836	5.9678123676	6.1060617431	6.2792846454	6.6011844624	6.8372845615	7.1268834439	7.3952584139	7.6522609896	7.7834529406	7.962193148	8.1303071277	8.3041054214	8.5028708119	8.6830900074	8.922004092	9.1832880091	9.2690186626	9.4761378842	9.7050553301	10.1232733592	10.134184784	10.802315729	11.0396675423	11.1946124045	11.4670961547	11.7308685428	12.0400190371	12.1732538581	12.4090124788	12.7507989889	13.1365994094	13.52388046	13.6544464642	13.919878666	14.5311579212	14.7286145893	14.9611823627	15.035855446	15.3564139824	15.773622235	15.9283657582	16.399894539	16.6142107088	17.1919627177	17.6144321501	17.8100969291	18.2497736492	19.3804811258	19.6477422275	20.315864293	21.2149305789	21.369553796	22.3898535198	22.8465193765	23.2734434617	24.0824817085	24.8161070508	25.2804981195	25.3257056053	25.6107060822	25.9279518809	26.7007118307	27.0148479788	27.7202405535	28.1036150007	29.162251989	30.428886016	30.7725886775	31.0189623336	34.6885907882
0.2711777	0.3895400866	1.2834615418	1.4682425253	2.0081766623	2.3246889287	2.4594776768	2.9093835869	3.169149696	3.3201527952	3.4605141991	3.6762393077	3.7641804878	4.1889969514	4.3411528137	4.603359057	4.8343440657	4.9805180821	5.2618538594	5.473416076	5.6863451352	5.9591193315	6.1132197157	6.2891764862	6.6120518743	6.843542364	7.122719872	7.4032951491	7.6387079155	7.7993373618	7.9538015536	8.1100360504	8.3078588219	8.4889055458	8.6774564415	8.9176796589	9.1606120294	9.2644374541	9.4599138477	9.6973194213	10.1284198118	10.1317069029	10.8046821618	11.0519153772	11.2111390359	11.4626503485	11.7487162988	12.0394565334	12.1652847165	12.4336429326	12.7468281495	13.1229230172	13.5408673699	13.6700641091	13.9214443097	14.5122879828	14.7331169967	14.9604037581	15.03850703	15.3736737701	15.7766732748	15.926330506	16.3962296609	16.6175905616	17.1958215113	17.6182224726	17.7942859267	18.2449278952	19.3721154741	19.6257233014	20.3379303914	21.236179274	21.3647117215	22.3998370257	22.8694769031	23.2823890484	24.1076816258	24.8317336017	25.2766575426	25.3197249128	25.6209228184	25.9431163685	26.7065975224	27.0009263383	27.7234660485	28.0942040224	29.1659986534	30.4101124828	30.7474123029	31.0058293243	34.7224508345
0.2738518	0.4476098843	1.2880672314	1.4504137762	2.02817867	2.3215475821	2.4473473979	2.9167962521	3.1651568706	3.3033623371	3.4480110779	3.6577884885	3.7855702405	4.1603768809	4.3213899683	4.6003699636	4.8226929572	4.9500575804	5.2541240906	5.4936473403	5.6616059666	5.9485092006	6.1219162753	6.3001523885	6.623027761	6.8509781353	7.1185316529	7.4112063648	7.6198466905	7.8132112688	7.9473127932	8.0926997167	8.3130744319	8.4751120459	8.6726647384	8.9139618502	9.1356442245	9.2592652911	9.4449874928	9.6909229082	10.1252307714	10.1387067123	10.8056349159	11.0651077671	11.2278358516	11.4553920679	11.7692781976	12.0371196741	12.1574333152	12.4599507149	12.7435568373	13.1101520757	13.5581734573	13.6870345218	13.9260658789	14.491149506	14.7381955222	14.958893368	15.0421001876	15.3934012768	15.7784617379	15.9247244654	16.3896803463	16.6230485128	17.2001651378	17.6235407109	17.7773894812	18.2393602053	19.362310973	19.6044594077	20.3624574115	21.2555025211	21.3625682777	22.4096745491	22.8950909671	23.2926916479	24.1344816323	24.8462774518	25.2717627276	25.3181588791	25.6329309361	25.9596736743	26.7118763633	26.9861221296	27.7276140986	28.0825107699	29.1706840953	30.3909322779	30.7240886545	30.9945912204	34.7592665162
0.2765259	0.4930472603	1.2973235669	1.4345206574	2.0421899563	2.3238339727	2.4356500944	2.9215094618	3.1616754392	3.2860748448	3.4373345778	3.6395508059	3.8077099284	4.1292857899	4.3003782423	4.6008651696	4.8071315533	4.9227732374	5.2434577497	5.5186454633	5.6371924864	5.9372103511	6.1306335373	6.3117307384	6.6341666729	6.8593745726	7.1145559494	7.4187818391	7.5980863701	7.8216366824	7.9421872231	8.0801779963	8.3186121892	8.4617693355	8.6691134103	8.9108950981	9.1083666788	9.2536126311	9.4316158432	9.6859793795	10.121221511	10.1473232203	10.8054196086	11.0791876216	11.2442174296	11.446426218	11.7915425597	12.0332572796	12.1499360064	12.4872807572	12.7414830914	13.0991114753	13.5751714025	13.7042114401	13.9340059661	14.4683962591	14.7431623262	14.9572766278	15.0465590885	15.4151279281	15.7788311396	15.9237226706	16.3805970838	16.6302251342	17.2047841759	17.6302501353	17.759753551	18.2331827621	19.3501851222	19.5852573701	20.3886666218	21.2711408493	21.3648713383	22.4189898851	22.9235710478	23.3043631669	24.1626007114	24.859962266	25.2657454264	25.3208828336	25.6465986522	25.9776379334	26.716493909	26.9707003929	27.7325858809	28.0687479571	29.1757910338	30.371824278	30.7027426313	30.985058664	34.7988587207
0.2792001	0.5277207	1.3061389581	1.4249780686	2.0503914299	2.3306609018	2.424951401	2.9232404606	3.158275268	3.2683483655	3.4287097738	3.6227021346	3.8291154701	4.096689173	4.2787260374	4.604082684	4.786698802	4.9005047491	5.2312643974	5.5436171519	5.6162963623	5.9260267298	6.1385064795	6.3234167081	6.6455307897	6.8684588344	7.1110043956	7.4257373024	7.5750152367	7.8228020495	7.9378363159	8.0734747771	8.3232271858	8.4494885587	8.6672523127	8.9084584741	9.0788741441	9.2477255827	9.4199569629	9.6824327069	10.1169003558	10.1567582107	10.8043020683	11.0939920757	11.2599093379	11.4367845955	11.8144960405	12.028121456	12.14305512	12.514804665	12.7412471588	13.0904075497	13.5914054254	13.7205579061	13.9454105567	14.4445081312	14.7475852399	14.9560867604	15.0518355225	15.4383320955	15.777698723	15.9234750265	16.3694329849	16.6386899339	17.2094944734	17.637898757	17.7419756082	18.2265199091	19.3349568854	19.569226038	20.4158781275	21.2812546613	21.3734271781	22.4273951019	22.9550444497	23.3173896544	24.1917755812	24.8730376553	25.2594284591	25.3268834979	25.6617233342	25.9969575856	26.7203503544	26.9550164395	27.7382173073	28.0532632686	29.1807782215	30.35320535	30.6833937381	30.9771315239	34.8409994641
0.2818742	0.5528827726	1.3077808594	1.4278182699	2.0537929215	2.3395313252	2.41639747	2.9219594381	3.1542920168	3.2507640302	3.4219128787	3.6075933536	3.8489856292	4.063878499	4.2569900956	4.6090918726	4.7616290853	4.8837873163	5.218482195	5.5567656346	5.6096250731	5.9154885768	6.1451528223	6.3347651394	6.6571673778	6.8779414683	7.1080303446	7.4316229776	7.5519490086	7.8166347438	7.9337069262	8.0722469201	8.3254152305	8.4392636281	8.6674933496	8.9065313546	9.0474992374	9.24190551	9.4100363526	9.6801083403	10.1120938936	10.1669527972	10.8025423943	11.1092895484	11.2746332392	11.427359835	11.8371948801	12.0219494598	12.1370730786	12.5414787663	12.743689059	13.0844286731	13.6065370633	13.7353544441	13.9601700309	14.4198522959	14.7512592194	14.9556907552	15.0579177363	15.4624601893	15.7750743159	15.9240904115	16.3566548567	16.6480309404	17.2141497787	17.6453030567	17.725306776	18.2195045761	19.3161949218	19.5570496949	20.4435068021	21.2856333451	21.3883934564	22.4345278747	22.9895056144	23.3317329219	24.2217755902	24.8857153573	25.2537073823	25.3351333441	25.6780456804	26.0174941318	26.7232614059	26.9395564405	27.7442648822	28.0365319704	29.1851352476	30.3353673228	30.6660225168	30.9707707342	34.8854125098
0.2845483	0.5696004476	1.3002160709	1.4444589	2.0536644833	2.3465476927	2.4121420324	2.9177179156	3.1486202666	3.234742337	3.41628201	3.5943220818	3.8663816598	4.0326274666	4.2356467385	4.6148722123	4.7335349347	4.8716819569	5.2058109365	5.5475861297	5.6268534291	5.9059996184	6.1504972621	6.3454519678	6.6690829702	6.8875576055	7.1057016555	7.4355841248	7.5303865809	7.8044518388	7.9293075896	8.0750464853	8.3235985165	8.432246814	8.6700828803	8.9047890503	9.0149588694	9.2364490832	9.4017559729	9.6787669726	10.1066565336	10.1778750851	10.8003790787	11.1248072402	11.2881901703	11.4188972459	11.8587901182	12.0149534316	12.1322783068	12.5660562395	12.7498454934	13.0813582886	13.6202882119	13.7483421503	13.9778337942	14.3947344226	14.7541744491	14.9562611951	15.0648148049	15.4869425007	15.771063126	15.9256357994	16.3426936649	16.6579017889	17.2186489657	17.6494685009	17.7127254217	18.2122758419	19.293975156	19.5488530781	20.4710543177	21.285955325	21.4080223347	22.4400861692	23.0267716252	23.3473355096	24.252415607	24.8981097296	25.2492789746	25.3449010568	25.6952748264	26.0390037184	26.7249046061	26.9249905729	27.750390062	28.0191504197	29.1884338565	30.3184376248	30.6506128204	30.9659746556	34.9317751493
0.2872224	0.5789188982	1.2879616431	1.4699148873	2.05104303	2.3478375439	2.4144860241	2.9105688891	3.1394856359	3.2226795518	3.4108168647	3.5829235176	3.8795743339	4.0055520342	4.2151629063	4.6202739526	4.7045019161	4.8627721773	5.1939099145	5.5312462539	5.6519940547	5.8979452743	6.1546517213	6.3553248494	6.6812243307	6.8971003104	7.1039860334	7.4359195841	7.5125399349	7.7880920284	7.924200339	8.0801768089	8.3168601209	8.4290411499	8.6749576262	8.9023219071	8.9827440125	9.2316112656	9.3949351312	9.6781479761	10.1004969115	10.1894881942	10.798021143	11.1402503126	11.3004428466	11.412009394	11.8785451061	12.0073178781	12.1289367447	12.5872898768	12.7607493823	13.0811947637	13.6324138584	13.7597045589	13.9976499969	14.369436697	14.756472919	14.9577867376	15.0725357935	15.5112054535	15.7658515877	15.9281499571	16.3279271138	16.668034249	17.2229369711	17.6452970905	17.709232761	18.2049774758	19.2688245828	19.5442765223	20.4981010148	21.2840794149	21.4303725359	22.4438528934	23.0664539638	23.3641284921	24.2835652077	24.9101949146	25.2466949101	25.3557099652	25.7131195194	26.0611266182	26.7247652514	26.9122230055	27.7561449678	28.0018303007	29.1903678812	30.3023716099	30.637167002	30.962759549	34.9797212085
0.2898966	0.5819446612	1.2757682608	1.4991134264	2.0465636929	2.3429436827	2.4227148931	2.900608606	3.1252389705	3.2168737657	3.4043616838	3.5734850692	3.8854284426	3.9864898312	4.1961114179	4.6237050288	4.676722543	4.8558893944	5.1834949798	5.5153603436	5.6764602014	5.8917596009	6.1578526114	6.364416685	6.6934724818	6.9064379747	7.1027565717	7.4301703571	7.5012742435	7.7692058773	7.9180313325	8.08632841	8.3055854196	8.4291288219	8.6816215231	8.8962711623	8.9544852965	9.2275874216	9.3893640266	9.6779980787	10.0935787525	10.2017420872	10.7956450385	11.1553185426	11.3112949338	11.4071967229	11.8958619038	11.9992063747	12.1272453627	12.604406379	12.7769508689	13.0837775877	13.6427125508	13.7699037416	14.0187080057	14.3442459661	14.7583899756	14.9601128495	15.0810722689	15.5346831599	15.759683377	15.9316628386	16.312679697	16.6782316881	17.2270001215	17.6318984191	17.7155530251	18.1977570209	19.2415114296	19.5426995709	20.5242987795	21.2812033977	21.4541536101	22.445706651	23.1079531553	23.3820409994	24.3151520877	24.9217892597	25.2464225214	25.3672577509	25.7313183194	26.0833898158	26.7221323658	26.9023862183	27.7609688604	27.9853855733	29.1907760338	30.2869780768	30.6256974577	30.9611429774	35.0288452854
0.2925707	0.5798829937	1.2664536025	1.5290153501	2.0405270108	2.3341021256	2.4337972149	2.8880615661	3.1060222292	3.2175108105	3.3958993196	3.5661827729	3.8811998973	3.9784617067	4.1793057971	4.6214898072	4.6541249451	4.8501887579	5.1753389812	5.5015396358	5.6974782593	5.8879185399	6.1604410934	6.3729217598	6.7056487528	6.9155135077	7.1018218759	7.4176589785	7.4975684753	7.7490084253	7.9105924927	8.0926665559	8.2911121953	8.4312949931	8.6890743439	8.8804318198	8.9373739425	9.2245051592	9.3848559634	9.6780864698	10.0859163176	10.2145697211	10.793393744	11.1697267721	11.3206677924	11.4048645401	11.9103108188	11.9907820703	12.1272735269	12.6175471084	12.798065266	13.0888204239	13.6510651395	13.7794701403	14.0400916391	14.3194758633	14.7601898128	14.962997756	15.0903866895	15.5568313637	15.7528351691	15.9362090942	16.2972293491	16.6883551887	17.2308576715	17.6135316739	17.7272086132	18.1907647544	19.2128405118	19.5434543041	20.5493649266	21.277986287	21.4786053471	22.4456193599	23.15047829	23.4010094247	24.3471577055	24.9325756128	25.2488510618	25.3793573824	25.7496624579	26.1052265508	26.716232967	26.8966891786	27.7642174616	27.9706903729	29.1896452263	30.2719726955	30.616202231	30.9611291316	35.0787081635
0.2952448	0.5740059478	1.2614824148	1.5579883362	2.0330490665	2.322932851	2.4455885274	2.8732849608	3.0834646489	3.2226751579	3.3849868116	3.5612032869	3.869408648	3.9785776508	4.1659193841	4.6072881177	4.6431745473	4.8450183984	5.1701899332	5.4901005796	5.713539068	5.8867819175	6.162868292	6.3811447146	6.7175252304	6.9243307845	7.1009780133	7.4008630671	7.4991300469	7.7283100612	7.9018679542	8.0985974958	8.275008218	8.4344036576	8.6957764271	8.8547699564	8.9327296864	9.222416983	9.3812919502	9.6782101607	10.0775677534	10.2278847176	10.7913767152	11.1832326145	11.3284868132	11.4053208503	11.9216285348	11.9822558234	12.1289138428	12.6276617991	12.8228627608	13.0959510559	13.6574772492	13.7888364917	14.060973772	14.2954867381	14.7621093647	14.9661664331	15.1004069248	15.5771461535	15.7455983625	15.9418278011	16.2818150694	16.698308664	17.2345517419	17.5931090478	17.7410373558	18.1841517063	19.1835383781	19.5459446308	20.573076707	21.2747846482	21.5032616668	22.4436448605	23.1930903241	23.4209827075	24.3796039662	24.9421603805	25.2542502398	25.3918956426	25.768007892	26.1260139269	26.706529656	26.8960926578	27.7652599172	27.9585727534	29.1870959077	30.2570473028	30.6086355111	30.9626956382	35.1288432735
