Wave Vector	Branch 1	Branch 2	Branch 3	Branch 4	Branch 5	Branch 6	Branch 7	Branch 8	Branch 9	Branch 10	Branch 11	Branch 12	Branch 13	Branch 14	Branch 15	Branch 16	Branch 17	Branch 18	Branch 19	Branch 20	Branch 21	Branch 22	Branch 23	Branch 24	Branch 25	Branch 26	Branch 27	Branch 28	Branch 29	Branch 30	Branch 31	Branch 32	Branch 33	Branch 34	Branch 35	Branch 36	Branch 37	Branch 38	Branch 39	Branch 40	Branch 41	Branch 42	Branch 43	Branch 44	Branch 45	Branch 46	Branch 47	Branch 48	Branch 49	Branch 50	Branch 51	Branch 52	Branch 53	Branch 54	Branch 55	Branch 56	Branch 57	Branch 58	Branch 59	Branch 60	Branch 61	Branch 62	Branch 63	Branch 64	Branch 65	Branch 66	Branch 67	Branch 68	Branch 69	Branch 70	Branch 71	Branch 72	Branch 73	Branch 74	Branch 75	Branch 76	Branch 77	Branch 78	Branch 79	Branch 80	Branch 81	Branch 82	Branch 83	Branch 84	Branch 85	Branch 86	Branch 87	Branch 88	Branch 89	Branch 90
0.1648665	-0.3310272514	1.3224142016	1.5149861055	1.8668695017	2.3707658072	2.5198115906	2.8668155716	3.1854124793	3.3938045121	3.5111191316	3.6435353729	3.8028776238	4.2660186513	4.4030780519	4.6452152972	4.8555820613	5.0990876082	5.2368867386	5.4965997251	5.7514674318	5.964491625	6.1177572084	6.2592649852	6.5581342126	6.8143155213	7.1354858586	7.3736976616	7.6243255839	7.7626269301	7.9989351911	8.1847636723	8.3118058542	8.5496234726	8.6975048807	8.935436613	9.2275346016	9.286955739	9.5260587558	9.7310651693	10.1068022802	10.1559638238	10.7796521074	11.0065832399	11.154660175	11.4540634806	11.7014245306	12.0328259415	12.1999155352	12.3376668776	12.7640886468	13.1751668321	13.4875512463	13.6268500971	13.9398057833	14.559728099	14.7263455303	14.9482385861	15.0169196485	15.3197283462	15.7533399526	15.9371046846	16.3876654047	16.609665642	17.1713321134	17.6018118131	17.8394446413	18.2651288258	19.4114935969	19.6977869057	20.266733254	21.1428356211	21.3949841445	22.3576580269	22.7734329396	23.2520344949	24.0221036244	24.7634463076	25.3021816515	25.360873453	25.5923075666	25.8894725478	26.6664449185	27.0473597277	27.7158660222	28.1141089056	29.1471638938	30.4603431929	30.8515664245	31.0676961703	34.5967316732
0.1677552	-0.2026960546	1.299207269	1.5070148327	1.907104928	2.3587989764	2.5040687366	2.8750166822	3.1802999435	3.3746399564	3.4990535327	3.6651711908	3.7758999262	4.2522148571	4.3905177671	4.6331407433	4.8519188802	5.0738149145	5.2478491518	5.4733498829	5.7436517516	5.9696736142	6.1074668563	6.2633833843	6.5727098564	6.8207527224	7.1336572735	7.3809239053	7.6438869215	7.7630615469	7.9834761242	8.1694912376	8.3030965732	8.5338289677	8.6922287801	8.9307351804	9.2165956265	9.279020516	9.509027376	9.7225671934	10.1109493725	10.1471399478	10.7887072224	11.0167736311	11.1658545068	11.4631478802	11.7077763379	12.0378443025	12.191538667	12.3585073532	12.7602297943	13.1652235599	13.4964512136	13.6300247829	13.9298245641	14.5558799187	14.723394411	14.9546233008	15.0228507692	15.3278429741	15.7609255478	15.9341687688	16.3949272122	16.6091683215	17.1767558265	17.6046880802	17.831261223	18.2611434654	19.4004965552	19.6833505838	20.2783477078	21.1665661862	21.3858023235	22.3673877318	22.7950199729	23.257533274	24.038918073	24.7829751687	25.2931064226	25.3461653598	25.5960085896	25.9008015477	26.6783039057	27.0380969718	27.7161355018	28.1129645856	29.1499138379	30.4518282732	30.8241461154	31.047841737	34.6232627088
0.1706439	0.1715051583	1.2868975594	1.4975329384	1.9466513225	2.345128118	2.4879003106	2.8868168312	3.1764957074	3.3553626489	3.4864368996	3.6851726523	3.7538620795	4.2349744308	4.3761322012	4.6207817321	4.8480732276	5.0440858506	5.25885469	5.4607430058	5.729370601	5.9712275172	6.1034183841	6.2702276637	6.5870780074	6.8283736445	7.130725192	7.3880399637	7.6540418167	7.7697702535	7.9711780303	8.1506045153	8.3009431333	8.5183014301	8.6874261817	8.9262188939	9.2017377795	9.2732577477	9.4923360249	9.7136428302	10.1165041756	10.1399827232	10.7963135249	11.0276748934	11.1793894909	11.4675119225	11.7174743785	12.0401744153	12.1826016526	12.3824089713	12.7556553828	13.1519482527	13.5087838085	13.6397309462	13.9230472392	14.5460715373	14.7245211029	14.9588388217	15.0291860849	15.3401146871	15.767789724	15.9311800321	16.3991652988	16.6105884055	17.1837344876	17.6088308664	17.8214635824	18.2559953163	19.3902398884	19.6663796459	20.295053619	21.1907267479	21.3771694415	22.3781985448	22.8193106528	23.2646174713	24.0591331292	24.8005507737	25.2859989292	25.334312276	25.602104685	25.9135651276	26.6897417735	27.0272025929	27.7175909986	28.1095412384	29.155034664	30.4413066807	30.7974314185	31.0318832633	34.6539037382
0.1735326	0.3150001494	1.2862036905	1.4858513609	1.9829901211	2.3326365451	2.4717539548	2.8999661393	3.1738722866	3.3366691479	3.4742626626	3.6901762076	3.7485729502	4.2144114621	4.3591871921	4.6102284934	4.843237016	5.0120627367	5.264845798	5.4616429078	5.7097359836	5.9678123676	6.1060617431	6.2792846454	6.6011844624	6.8372845615	7.1268834439	7.3952584139	7.6522609896	7.7834529406	7.962193148	8.1303071277	8.3041054214	8.5028708119	8.6830900074	8.922004092	9.1832880091	9.2690186626	9.4761378842	9.7050553301	10.1232733592	10.134184784	10.802315729	11.0396675423	11.1946124045	11.4670961547	11.7308685428	12.0400190371	12.1732538581	12.4090124788	12.7507989889	13.1365994094	13.52388046	13.6544464642	13.919878666	14.5311579212	14.7286145893	14.9611823627	15.035855446	15.3564139824	15.773622235	15.9283657582	16.399894539	16.6142107088	17.1919627177	17.6144321501	17.8100969291	18.2497736492	19.3804811258	19.6477422275	20.315864293	21.2149305789	21.369553796	22.3898535198	22.8465193765	23.2734434617	24.0824817085	24.8161070508	25.2804981195	25.3257056053	25.6107060822	25.9279518809	26.7007118307	27.0148479788	27.7202405535	28.1036150007	29.162251989	30.428886016	30.7725886775	31.0189623336	34.6885907882
0.1754320	0.3402962417	1.3276608873	1.5107050485	1.9863886749	2.3349594057	2.4671927198	2.9026006528	3.1832898317	3.3421664302	3.4906440224	3.6947637221	3.7429578644	4.2319378227	4.3666162562	4.6155754163	4.8546856109	5.0274155425	5.272558026	5.4631525981	5.725636055	5.9767285735	6.1024460357	6.2761361751	6.6048089544	6.8472308401	7.1291241956	7.3871941841	7.6647473201	7.7775737124	7.9747758336	8.1456624524	8.3109021641	8.5067678891	8.6930757928	8.9265281189	9.200347548	9.2729900104	9.4896236818	9.7108278492	10.1220078456	10.1350838494	10.8067194454	11.035228032	11.1833096867	11.4683725871	11.7181966287	12.0336422266	12.1737396028	12.4087398156	12.7515511189	13.1382134155	13.5117081516	13.6525929816	13.9157509938	14.5429224857	14.7301377389	14.9667200221	15.0501304505	15.3543477535	15.7765176925	15.9282873468	16.4040768169	16.621213948	17.2066119631	17.6239789533	17.8288599441	18.2450532536	19.379260849	19.6701922617	20.3102258817	21.2087367739	21.3698658016	22.3900211109	22.8559435038	23.2730907241	24.0688188252	24.8009420761	25.2782882756	25.3344849389	25.6069210923	25.9216405998	26.7117075346	27.0238531442	27.7200891006	28.1115070508	29.1767030456	30.4564736199	30.7964050264	31.0358819181	34.6829853206
0.1773314	0.3675881942	1.3663714115	1.5364512515	1.9874496005	2.3369104391	2.4624106068	2.9030735538	3.1866935242	3.349419265	3.5075630684	3.6953741466	3.7444316739	4.2459250947	4.3765826289	4.6231371232	4.8648621875	5.0421613522	5.2796470592	5.4653701438	5.7434997156	5.9851917598	6.1000064561	6.2729260709	6.6084713684	6.8582016752	7.1317213201	7.3777470406	7.673083328	7.7748491698	7.9872612368	8.1602670426	8.3173356339	8.5105312094	8.7037883207	8.9308217326	9.2153693919	9.2766540032	9.5038482127	9.717286766	10.1209093478	10.1367981191	10.8105775997	11.0305740533	11.1717950105	11.4686885125	11.70634822	12.0262889349	12.1752157151	12.4095223569	12.752976822	13.1396270098	13.4983831581	13.6510131684	13.912115334	14.5543833627	14.7319326846	14.9717140538	15.0653130175	15.3523607529	15.7793056055	15.9282565113	16.4072313145	16.6288899597	17.2212450725	17.6344854513	17.8468691022	18.2401846678	19.3774005852	19.6923475707	20.3056287083	21.2022753117	21.3709234115	22.3894644386	22.8649771745	23.2725685034	24.0540441371	24.7857748797	25.2760132639	25.3435896145	25.6031319762	25.9152523566	26.7227694037	27.0320394382	27.7198265849	28.1185624381	29.1914062598	30.4836869586	30.820824774	31.0530786583	34.6773119629
0.1792308	0.3967366175	1.4019688214	1.5628268056	1.9864094424	2.3385762917	2.4574099345	2.902243328	3.1852724163	3.3566088424	3.5253049052	3.6908870312	3.7541652222	4.2555340025	4.3892896207	4.6331457578	4.8738803404	5.0559807791	5.2862484995	5.468543319	5.7628987421	5.9925183275	6.0993557348	6.2698553322	6.61218719	6.8700115172	7.1345765728	7.367020296	7.6759777902	7.7767625791	7.9994302787	8.1736145709	8.323756358	8.5144802751	8.7151393834	8.9348889809	9.226896326	9.2814378098	9.5184684533	9.7244384815	10.1202641011	10.1391241284	10.8139446277	11.025433333	11.1602609783	11.468036026	11.6953511423	12.0183787061	12.177352204	12.4113900203	12.7550600342	13.1407843733	13.484063853	13.6496956779	13.908861842	14.5653766841	14.734124779	14.9764363469	15.0809624983	15.3505101545	15.7819692707	15.9283439818	16.4093972609	16.6371483988	17.2358131214	17.6458742175	17.8639631302	18.2352517162	19.3753126284	19.7135492845	20.3023243192	21.1956992864	21.3726224687	22.3881638541	22.8736145743	23.27187518	24.0382232708	24.7707060462	25.2737197028	25.3528928585	25.5993700111	25.908852784	26.7338302519	27.0393293259	27.7195649667	28.1247536835	29.2062732155	30.5104465068	30.8456827489	31.0705213767	34.6716033614
0.1811303	0.4274886984	1.4342623896	1.5894335024	1.9835367305	2.3400166994	2.4521433891	2.9008537659	3.1806199988	3.3620638974	3.5440141788	3.683784348	3.7694625974	4.2606346169	4.4044408879	4.6455580063	4.8819129319	5.0686171256	5.292521334	5.4728452397	5.7834349985	5.9980327093	6.1009975986	6.2672285725	6.6159733975	6.8824456082	7.1375576763	7.3551509154	7.673361416	7.7835535911	8.011098932	8.1852202466	8.3305342954	8.5188954793	8.7269598751	8.9387630969	9.2338223988	9.2885383128	9.53306851	9.7323136842	10.1202317405	10.1419739375	10.8168769658	11.0195213758	11.1489312616	11.4664430221	11.6851942812	12.0103057262	12.1798370927	12.4143620326	12.7577789175	13.1416304939	13.4689170246	13.648637713	13.9058753122	14.5757236688	14.7368446977	14.9810722322	15.0967173463	15.3488599163	15.7844961955	15.9286181142	16.4106292108	16.6458843883	17.250270866	17.6580588538	17.8799865011	18.2303377655	19.3732913888	19.7332620428	20.3005490459	21.1891549037	21.3748656773	22.3861054174	22.8818530158	23.2710107287	24.0214420912	24.7558252205	25.2714252667	25.3623070796	25.5956601439	25.9025031147	26.7448290092	27.0456600407	27.7193968312	28.1300824419	29.2212092045	30.5366832832	30.8707863027	31.0881827444	34.6658920098
0.1830297	0.4595251468	1.4632473833	1.6157388509	1.9791181971	2.3412589066	2.4465550511	2.8995369532	3.1741056879	3.3649272482	3.5633596531	3.6764092687	3.7877651095	4.2617241693	4.4213279683	4.6600517088	4.8891806814	5.0799027134	5.2986328425	5.4783394459	5.8047530734	6.0013522532	6.105037422	6.2654670268	6.6198410115	6.8952734823	7.1404894247	7.3423183299	7.6665280694	7.7940817251	8.0221145045	8.1947092232	8.3379533515	8.524030316	8.7390076769	8.9424942831	9.2365011443	9.2978140206	9.5471649456	9.740972917	10.1209096743	10.1453053959	10.8194224923	11.0125749478	11.1380397302	11.463974365	11.6758279312	12.0024142719	12.1824018082	12.41844123	12.7611063627	13.1421131245	13.4531127893	13.6478443434	13.9030418498	14.5852383112	14.7402244145	14.9857390676	15.1122723361	15.3474833652	15.7868795637	15.9291404953	16.4109914428	16.6549858254	17.2645759468	17.6709449838	17.8947939101	18.2255232643	19.3715466693	19.7510573051	20.3005058101	21.1827772222	21.3775656492	22.3832818644	22.8896924588	23.2699769388	24.0038065293	24.7412119025	25.2691379331	25.3717637295	25.5920207024	25.8962599042	26.7557118511	27.0509849152	27.7193947371	28.1345749605	29.2361156976	30.5623367543	30.895920315	31.1060383061	34.6602100388
0.1849291	0.492493761	1.4890650797	1.6411308796	1.9734467332	2.3422584602	2.4406525038	2.8988114614	3.1667249932	3.3651326323	3.58221753	3.6705464692	3.8075253141	4.2595795728	4.4391413735	4.6760705542	4.8959492612	5.0897626258	5.3047478444	5.48497137	5.8265229002	6.0025972997	6.1109940058	6.26510508	6.6237895069	6.9082614251	7.1431403588	7.3287580042	7.6570519653	7.806911139	8.0323557375	8.2019076837	8.3461046369	8.5301176076	8.7509838856	8.9461415994	9.2364281422	9.3080884251	9.5602329565	9.7504957698	10.1223631006	10.1490864928	10.8216109651	11.0043953399	11.1277984704	11.4607289604	11.6671689827	11.9949911726	12.1848297089	12.423608323	12.7650100862	13.1421850441	13.4368209437	13.6473270306	13.9002542493	14.5937418745	14.7443860618	14.9905054535	15.1273559554	15.3464655013	15.7891196485	15.9299616789	16.4105534704	16.6643394744	17.2786880577	17.6844304092	17.9082569967	18.2208819853	19.3702271777	19.7666101092	20.3023424566	21.176688136	21.3806454461	22.3796937393	22.8971350032	23.2687776469	23.9854418173	24.7269364224	25.2668636873	25.3812046211	25.5884635243	25.8901747751	26.7664327534	27.0552745103	27.7196111496	28.1382771851	29.2508928612	30.5873520878	30.9208541282	31.1240644234	34.6545890132
0.1868285	0.5260316868	1.5119332824	1.6650051085	1.9668123549	2.3428273236	2.4346051288	2.8990732914	3.1591604058	3.363078355	3.5981333898	3.6686556399	3.8277464093	4.2549773374	4.4571886188	4.6929046132	4.9025260929	5.0982035721	5.3110127805	5.4925864491	5.8483998775	6.0023086996	6.1179568486	6.2667437325	6.6278036388	6.9211829334	7.145203885	7.3147810976	7.6461033455	7.82099559	8.0417343834	8.2068836697	8.3548383355	8.5373660897	8.7625538631	8.9497680722	9.2350312429	9.3183306739	9.5717600146	9.7609496476	10.1246357023	10.1532792159	10.8234461873	10.9948924434	11.1183629263	11.4568326377	11.6591108428	11.9882657758	12.1869562474	12.4298173601	12.7694523301	13.1418066288	13.4202083351	13.6471017843	13.8974160127	14.601083711	14.749423937	14.9954053174	15.1417147786	15.3459041537	15.7912247443	15.9311175466	16.4093870709	16.6738353879	17.2925680977	17.698404557	17.920273144	18.2164759503	19.3694360247	19.7797041666	20.3061300663	21.1709955331	21.3840376536	22.3753506947	22.9041843663	23.2674189757	23.9664911319	24.7130610366	25.2646095537	25.3905779001	25.5849944513	25.884294158	26.7769535515	27.0585173624	27.7200789618	28.141249865	29.2654419469	30.6116771935	30.9453501925	31.1422348901	34.6490597405
0.1887279	0.5597792627	1.5320822267	1.6868464976	1.9594959802	2.3425471328	2.4288472903	2.9005854131	3.1518706465	3.359330835	3.6073327164	3.6742843857	3.8477405898	4.248583813	4.4749394332	4.7097877247	4.9092472855	5.1052967072	5.3175323853	5.5009661704	5.8699706989	6.0011875551	6.1250009786	6.2709331905	6.6318526648	6.9338265184	7.1462750895	7.3007994351	7.6344286082	7.8356984204	8.0501963966	8.2099061154	8.3638105354	8.5459451615	8.7733714465	8.9534375555	9.2332839901	9.3280023217	9.5813175336	9.7723445818	10.1277516015	10.1578327407	10.8249002354	10.9841135004	11.1098098931	11.4524280082	11.6515365932	11.9824121111	12.1886654094	12.4369934235	12.7743892027	13.1409487437	13.4034368584	13.6471871595	13.8944441596	14.6071641217	14.7553837964	15.000447405	15.1551058616	15.3459084996	15.7932112183	15.9326267478	16.4075647825	16.6833696674	17.3061773141	17.7127472599	17.9307758822	18.2123493978	19.3692405656	19.7902379455	20.3118463402	21.1657928404	21.387682752	22.3702729515	22.9108453583	23.2659095779	23.9471136801	24.6996410809	25.2623845473	25.3998361264	25.5816141051	25.8786590254	26.7872435735	27.0607202247	27.7208126091	28.1435639131	29.2796674174	30.6352599574	30.9691740558	31.1605161471	34.6436520929
0.1906274	0.5933881781	1.5497168074	1.7062822341	1.9517649765	2.3407330575	2.4241192338	2.9034737557	3.1451572218	3.3544576283	3.6085389475	3.6884286005	3.8670299209	4.2409440549	4.4919876184	4.7259974592	4.9164468164	5.1111604213	5.3243448822	5.5098682363	5.8906936679	5.9999077349	6.1315893464	6.2780004898	6.6358916342	6.9460001245	7.1458331315	7.287346825	7.6224994322	7.8506434349	8.0577212275	8.2113492287	8.3725977292	8.5559596734	8.7831056988	8.9572119068	9.2318139233	9.3369049995	9.5886258752	9.7845935234	10.1317131365	10.1626817107	10.8259099352	10.9722433551	11.1021412126	11.4476632919	11.6443329675	11.9775513204	12.1898843394	12.4450330638	12.7797697181	13.1395959382	13.3866617661	13.647602171	13.8912710874	14.6119515399	14.7622470737	15.0056217344	15.1672976993	15.3465928472	15.7951024246	15.9344895296	16.4051595623	16.692845846	17.3194764439	17.7273268702	17.9397459136	18.2085226887	19.3696785033	19.798224863	20.3193691384	21.1611584643	21.3915272608	22.36449289	22.9171233684	23.2642608776	23.9274822828	24.6867261131	25.2601996544	25.4089354015	25.5783188508	25.8733046354	26.7972789041	27.0619077513	27.7218097483	28.145296206	29.2934787133	30.6580459776	30.9921050711	31.1788613848	34.6383948438
0.1925268	0.6265260932	1.5650055278	1.723101668	1.9438692868	2.3365885408	2.4213067459	2.9077350478	3.1392063062	3.3489617286	3.6047391388	3.7078267923	3.8852923762	4.2325014518	4.5080045249	4.7409489762	4.9244063467	5.1159450527	5.3314051505	5.5190584498	5.9098499267	5.999062196	6.1377901133	6.2879201322	6.6398643318	6.9575309484	7.1432596501	7.2750678639	7.6106275744	7.8656001393	8.0643180986	8.2115986661	8.380815397	8.5674228654	8.791469159	8.9611474896	9.2310220766	9.3450188383	9.5935857889	9.7975007337	10.1364966702	10.1677477006	10.8263759861	10.9595777151	11.095311077	11.4426821607	11.6374026617	11.9737541683	12.1905770031	12.4538073028	12.7855346262	13.137749865	13.3700300772	13.648364137	13.8878457658	14.6154868292	14.7699272318	15.010904228	15.1780805488	15.3480635806	15.796926459	15.9366880349	16.4022452128	16.7021752743	17.3324248588	17.7419977097	17.9472212381	18.2049875744	19.3707616136	19.8037835727	20.3284829378	21.1571548764	21.39552192	22.3580567233	22.9230238747	23.2624873013	23.9077805359	24.6743609806	25.2580673769	25.4178350356	25.5751018545	25.8682603156	26.8070413208	27.0621216609	27.7230534278	28.1465259365	29.3067916105	30.6799769825	31.0139468116	31.1972043268	34.6333155211
0.1944262	0.6588792521	1.5780866794	1.7372505733	1.9360373409	2.3296118055	2.4210229393	2.9132572039	3.1341133033	3.3432681112	3.5986999199	3.7294561195	3.9023236201	4.2236203078	4.5227107438	4.754270498	4.9332970263	5.1198189024	5.3385830664	5.5283279714	5.9265508506	5.9991608939	6.1442395319	6.3003344877	6.6437074811	6.9682583427	7.1379482804	7.2646218143	7.5990311109	7.8804176159	8.0700186871	8.2109939854	8.3881941939	8.5802398255	8.7982448353	8.9652908415	9.2311413863	9.3524089052	9.5962661637	9.8107863646	10.1420479532	10.1729426965	10.8261658641	10.9464840433	11.0892610272	11.4376160422	11.6306731882	11.9710440396	12.190737552	12.4631664834	12.7916151559	13.1354327291	13.353679016	13.6494864463	13.8841345266	14.6178730254	14.7782799851	15.0162602491	15.1872857044	15.3503987938	15.7987129878	15.939187897	16.3988972122	16.7112768675	17.3449797201	17.7565969342	17.9533045214	18.201705501	19.3724780282	19.8071185611	20.3388971558	21.1538272755	21.399620029	22.3510261705	22.9285519901	23.2606064844	23.8881996403	24.6625867611	25.2560011192	25.4264974794	25.5719541519	25.8635493243	26.8165169279	27.0614194906	27.7245146234	28.1473315768	29.319529157	30.7009899889	31.0345358183	31.2154539777	34.6284402777
0.1963256	0.6901540949	1.5890823414	1.7488086334	1.9284716476	2.3199251304	2.4232664748	2.9198486448	3.1298968991	3.3377299775	3.5917269896	3.7517698832	3.9180070863	4.214604229	4.535868284	4.7658386787	4.9431385938	5.1229547179	5.3456788213	5.537496286	5.9399040966	6.0005634023	6.1518817523	6.3147057493	6.6473558553	6.9780151133	7.1295342642	7.2564775255	7.5878703156	7.894988882	8.074866417	8.2098088572	8.3946026034	8.5942108865	8.8033072092	8.9696742906	9.2322610379	9.3591766385	9.5968611776	9.8241339738	10.1482784555	10.1781736754	10.8251230267	10.933363979	11.0839461003	11.4325794676	11.6241015336	11.9694007996	12.1903840666	12.472945993	12.7979318545	13.1326904018	13.3377345783	13.6509762415	13.880121661	14.6192555514	14.7871224859	15.0216474067	15.1948096632	15.3536240969	15.8004895743	15.9419407793	16.3951936497	16.7200765063	17.3570951583	17.7709411176	17.9581659408	18.1986103012	19.3747937172	19.8084948897	20.3502719071	21.1512018945	21.4037759944	22.3434800164	22.9337120586	23.2586394342	23.8689350019	24.6514415366	25.2540145764	25.4348883485	25.5688656725	25.8591888253	26.8256944943	27.0598731167	27.7261549789	28.1477884684	29.3316222114	30.7210171644	31.0537472188	31.2334917963	34.6237937816
0.1982250	0.7200784843	1.5981140845	1.7579576474	1.9213446291	2.3081553411	2.4275317387	2.9272708007	3.1265080332	3.3326385739	3.5843841405	3.7739737092	3.9322902692	4.2057095813	4.5472882681	4.7757544064	4.9538003432	5.1255168984	5.3524517361	5.5464048628	5.9494207759	6.0032715536	6.1615944044	6.3304806337	6.6507479485	6.9865870669	7.1181434479	7.250710426	7.5772670265	7.9092319741	8.078903544	8.2082555898	8.4000288693	8.6090546496	8.8066320016	8.974312743	9.2343408861	9.3654351366	9.5956401332	9.837238458	10.1550639952	10.1833475089	10.8230869231	10.9206200799	11.0793447969	11.4276683021	11.6176748515	11.9687655967	12.1895532428	12.4829719527	12.8043937722	13.1295946179	13.3223105178	13.652832014	13.8758099876	14.6198007177	14.7962538288	15.0270177645	15.2006345179	15.3576928775	15.8022780126	15.9448874299	16.3912160456	16.728506305	17.3687215044	17.784823353	17.9620401741	18.1956156985	19.3776536177	19.8082123402	20.3622454666	21.14928414	21.4079440953	22.3355154007	22.9385073142	23.2566106243	23.8501827165	24.6409609819	25.2521212026	25.4429764128	25.5658261959	25.8551900116	26.8345634802	27.0575672583	27.7279295806	28.1479670157	29.343009627	30.7399862963	31.071496181	31.2511723896	34.619399124
0.2001245	0.7484028769	1.605316874	1.7649466203	1.9147955344	2.2950853907	2.4331524381	2.93526817	3.1238384643	3.3282296239	3.5769376469	3.7955790529	3.9451661917	4.1971545862	4.5568474489	4.7842638435	4.9650453112	5.1276505746	5.3586558297	5.5549083517	5.9553818207	6.006806513	6.1738359466	6.3471872078	6.6538318045	6.9936281043	7.1044899665	7.2469951751	7.5673153072	7.923080057	8.0821582353	8.2065004399	8.404543318	8.6244413728	8.8082916371	8.979202237	9.2372291319	9.3712962211	9.592906847	9.8498386637	10.1622466787	10.1883755877	10.8199293086	10.9086198133	11.0754544742	11.422960246	11.6114080565	11.9690463751	12.1882963446	12.4930662384	12.8108983244	13.1262434556	13.3075082082	13.6550411148	13.8712215038	14.6196782953	14.8054712761	15.0323194686	15.2048346685	15.3624806537	15.8040911415	15.9479608623	16.3870498949	16.736503892	17.3798046177	17.7980126085	17.9652164703	18.1926268449	19.3809827298	19.8065832961	20.3744586705	21.1480568559	21.4120774708	22.327248645	22.9429396158	23.2545479892	23.8321360556	24.6311787614	25.2503337991	25.450733437	25.5628262598	25.851558397	26.8431117172	27.0545981956	27.7297896037	28.1479314415	29.3536381389	30.757821742	31.087735082	31.26832794	34.6152777471
0.2020239	0.7749015574	1.6108489704	1.7700590349	1.9089289219	2.2814329316	2.4395218565	2.9435917248	3.1217330211	3.3246837534	3.569534782	3.8162264414	3.9566591365	4.1891246144	4.5645059393	4.791657898	4.9765921129	5.129473788	5.3640746362	5.5628694806	5.9586201479	6.0105554672	6.1884736517	6.3644619272	6.6565705065	6.9984856871	7.0898604645	7.2448016627	7.5580876537	7.936476296	8.084634683	8.2046802771	8.4082591881	8.6400257671	8.808437583	8.9843195012	9.2406885371	9.3768623448	9.5889737456	9.8617308635	10.1696405425	10.1931777616	10.8156075703	10.8976504182	11.0722779307	11.4185168324	11.6053394295	11.9701236843	12.186676465	12.5030505199	12.8173322358	13.1227591504	13.2934179243	13.6575771924	13.8663981827	14.6190501521	14.8145804095	15.0374977617	15.2075654299	15.3677977327	15.8059305064	15.951089379	16.3827848173	16.7440117936	17.390285381	17.8102584986	17.9680202444	18.1895541842	19.3846874239	19.8039165491	20.3865736141	21.1474790892	21.4161273405	22.3188153839	22.9470092717	23.2524827799	23.8149820791	24.6221267477	25.2486642275	25.4581337502	25.5598580965	25.8482942864	26.8513226822	27.0510729357	27.7316847015	28.1477390408	29.36346202	30.7744457282	31.1024473064	31.2847755489	34.6114493891
0.2039233	0.7993738959	1.6148962972	1.7735866864	1.9038143888	2.2677889341	2.4461549838	2.9520132398	3.1200083634	3.3221207101	3.5622771269	3.8356179177	3.966813751	4.181774049	4.5703183693	4.7981892497	4.9881637273	5.1310734709	5.3685491575	5.5701610977	5.9599618343	6.0142364322	6.2048729468	6.3820346059	6.6589467083	6.9999114631	7.0761999069	7.2436052461	7.5496391032	7.9493708463	8.0863096531	8.2029146113	8.4113019427	8.6554726948	8.8072746108	8.9896208184	9.244431154	9.3822190775	9.5841483336	9.8727670912	10.1770404638	10.197685398	10.8102197051	10.8878738119	11.0698074965	11.4143861882	11.5995252688	11.9718563711	12.1847668989	12.5127492915	12.8235739945	13.1192823263	13.2801220192	13.6603975888	13.8614029278	14.6180642123	14.823400135	15.042495371	15.2090383202	15.3734151915	15.8077850988	15.954199283	16.3785142265	16.7509769755	17.400099459	17.8213060477	17.9707834843	18.1863276905	19.388657155	19.8005071421	20.3982860432	21.1474857845	21.420042488	22.3103697468	22.9507149646	23.2504492429	23.7988984965	24.6138350819	25.247123238	25.4651533862	25.5569167434	25.8453934176	26.8591722906	27.0471090345	27.7335650472	28.1474398633	29.3724425678	30.7897798778	31.1156392662	31.3003259987	34.6079320476
0.2058227	0.8216454585	1.6176705475	1.7758128547	1.8994866296	2.2546243723	2.4526830204	2.9603298819	3.1184786193	3.3205892984	3.5552541585	3.8534929408	3.9756867032	4.175225049	4.574432697	4.8040283941	4.9995086365	5.1325052747	5.3719955791	5.5766749611	5.9599846605	6.0179121351	6.2221399295	6.3996918102	6.6609654703	6.9960491177	7.0660273281	7.2429919858	7.5420105089	7.9617179687	8.0871384608	8.2013095212	8.4137895721	8.6704745369	8.805033421	8.9950388736	9.248158322	9.3874257407	9.5787277012	9.8828446578	10.1842331306	10.201843569	10.8040268275	10.8793106004	11.0680118691	11.4106059671	11.5940343719	11.9740868944	12.1826502624	12.5219920718	12.8294981472	13.1159620385	13.2677002193	13.6634407845	13.8563206078	14.6168520283	14.8317644221	15.0472523182	15.2094932618	15.3790937335	15.8096312744	15.9572172291	16.3743344535	16.7573505633	17.4091774445	17.8309245838	17.9738012899	18.1829099435	19.3927667618	19.7966310537	20.409332115	21.1479888336	21.423769068	22.3020823303	22.9540537888	23.2484840823	23.7840508925	24.6063321047	25.2457203901	25.4717685616	25.5540015764	25.842847754	26.8666251408	27.0428352377	27.7353829875	28.1470767449	29.3805474837	30.8037468566	31.1273322987	31.314792359	34.6047419581
