Wave Vector	Branch 1	Branch 2	Branch 3	Branch 4	Branch 5	Branch 6	Branch 7	Branch 8	Branch 9	Branch 10	Branch 11	Branch 12	Branch 13	Branch 14	Branch 15	Branch 16	Branch 17	Branch 18	Branch 19	Branch 20	Branch 21	Branch 22	Branch 23	Branch 24	Branch 25	Branch 26	Branch 27	Branch 28	Branch 29	Branch 30	Branch 31	Branch 32	Branch 33	Branch 34	Branch 35	Branch 36	Branch 37	Branch 38	Branch 39	Branch 40	Branch 41	Branch 42	Branch 43	Branch 44	Branch 45
0.0359624	0.8147900546	1.4675050538	2.2349197666	2.4487066885	2.9995545311	3.7798148406	4.4930761262	5.2554929818	5.8552446034	7.0452093796	7.8731996561	8.1834932457	8.9778052087	9.0899219436	9.6806822675	10.0672857287	10.4261835234	10.7142453087	10.7923815298	11.2858042753	11.7151181725	11.8395537706	12.6737068128	13.3789708361	13.7339269553	14.3944800009	17.5256726086	18.0606577466	20.0176509277	20.5400194433	22.9319426167	23.2269557812	23.5947723213	23.8325890196	24.0268960385	29.6571714134	30.0494181956	30.19113359	30.5725198781	30.9259723417	32.0572687047	33.1613375532	34.5444539279	34.8992438474	35.7022338159
0.0395587	0.8997326365	1.5652555766	2.2993838189	2.5603892683	3.0948566519	3.8988566664	4.4531685666	5.1845302872	5.8995148407	6.9730717279	7.8599858601	8.1607813961	8.9044734889	9.1371563852	9.6394187329	10.0792192779	10.4442460786	10.6996425267	10.7772324886	11.2855940444	11.7323506953	11.8793690641	12.7125663333	13.4347782396	13.7090099558	14.463091474	17.4163496238	17.9509890803	20.1120248784	20.6607333592	22.8876504567	23.2248767631	23.5877429061	23.8142030109	24.0299041427	29.6607134809	30.0506759973	30.211012382	30.5866008816	30.9169655634	32.0874371134	33.2249643521	34.5204236191	34.9181287325	35.7340367712
0.0431549	0.9805427024	1.6468341126	2.3309038856	2.6944571972	3.2053975875	3.9878414649	4.4497681133	5.1144862858	5.9386161245	6.898998666	7.8321002778	8.1493669181	8.8198547698	9.1913113456	9.5936408592	10.0902061885	10.4609812717	10.6900231186	10.7709185514	11.2852429607	11.7472714073	11.9204156827	12.7481152942	13.4788325481	13.6886507783	14.5418100618	17.3087499367	17.8420630079	20.2040933471	20.7790145666	22.8396923337	23.2252709664	23.5776580239	23.7962488982	24.0331135808	29.6636596669	30.0514744136	30.2296458143	30.6015582133	30.9076573904	32.1206777864	33.291342833	34.4946638154	34.9391667097	35.7647290035
0.0467512	1.0566957715	1.7110670325	2.3584258866	2.8236664924	3.3287730351	4.0303993948	4.4957231291	5.0498878215	5.9709714915	6.8240540802	7.7947315908	8.1465303451	8.7272643475	9.2450158975	9.5468015963	10.1020738306	10.4755151026	10.6829119782	10.7737887118	11.2849926641	11.7612639532	11.9615090818	12.77855129	13.5087592854	13.6757787087	14.6302818369	17.2032120453	17.7341841543	20.2934450025	20.8942952974	22.7889407951	23.2273988727	23.564427134	23.779294315	24.0365342839	29.6660445757	30.0519828897	30.2466186449	30.6169426965	30.8982135952	32.1565123484	33.3594931349	34.4672144384	34.962687672	35.7934577353
0.0503474	1.1278673089	1.758373356	2.3886346154	2.9432079478	3.4599649355	4.0362485378	4.5719364589	5.0015818948	5.9947136439	6.7499580477	7.7542710314	8.147259233	8.62811426	9.2937116895	9.5022326324	10.1165663959	10.4882271275	10.6770436849	10.7839353539	11.2850618624	11.775121259	12.0020504607	12.8021243613	13.5239593371	13.6724519715	14.7275079791	17.0999874781	17.6277412256	20.3796466831	21.0060598385	22.7361112514	23.2305538031	23.5483030621	23.7637175899	24.0401648123	29.6679174495	30.0523139779	30.2617623778	30.6322590836	30.8888074653	32.1943296074	33.4283139384	34.4382455121	34.9888991914	35.8194467553
0.0539437	1.1939552279	1.7908426384	2.4208858923	3.0543414038	3.5921488582	4.0305072992	4.6298165827	4.9952784788	6.0077974475	6.6792760738	7.7154484821	8.1468092916	8.52452035	9.3325505146	9.4639509991	10.1352330069	10.4999490155	10.6723211262	10.7980655635	11.2856364303	11.7892675015	12.041789384	12.817259619	13.5281065562	13.6769895035	14.8320631027	16.9992301317	17.5232510054	20.4622184228	21.113836748	22.6817966543	23.2340115174	23.5299821274	23.7496425934	24.0439844145	29.6693356977	30.0525419365	30.2750816336	30.6470240318	30.8796155453	32.2334057925	33.4966063969	34.4080543324	35.0178588418	35.8420292731
0.0575399	1.2550681853	1.8114966253	2.452084065	3.1590119359	3.7167421975	4.0331054127	4.6289440936	5.0553183668	6.0083915773	6.6154846468	7.6806461139	8.1403481627	8.4206569771	9.353160652	9.4397676725	10.1591283241	10.5113841199	10.6688608422	10.8130676664	11.2868521708	11.8038745933	12.0806861692	12.8227846842	13.5275819421	13.6850286237	14.9423449612	16.9009674012	17.4214117567	20.5406145586	21.2171883054	22.6265094351	23.2369838845	23.5105998347	23.736971047	24.0479472791	29.6703609093	30.052714611	30.2866814499	30.6608155727	30.8708131128	32.2729269177	33.5631166634	34.3770573489	35.0494409588	35.86068169
0.0611362	1.3114745085	1.8233158469	2.4788725148	3.2584625633	3.8217255948	4.0604497557	4.5823253624	5.1590574243	5.9958044977	6.5627280985	7.6497430075	8.1203981643	8.3254589503	9.3472640905	9.4379078555	10.1884653387	10.5229245689	10.6665958571	10.8266491501	11.2887721831	11.8189109038	12.1188325498	12.8182022376	13.5272472268	13.6932602523	15.0567641138	16.8050565382	17.3231656569	20.6142096607	21.3156939915	22.5707229636	23.2386146208	23.4916148121	23.7254894275	24.0519801119	29.6710563383	30.052861103	30.2967082352	30.6733044394	30.8625690178	32.3120105974	33.6265931528	34.3457795005	35.0832954248	35.8750596905
0.0647324	1.3635117872	1.8286543342	2.4988399184	3.3532626323	3.8966822898	4.1235750876	4.5160891764	5.2724546881	5.9720571003	6.5252530467	7.6194942914	8.0756372728	8.254382107	9.3276772081	9.4461740237	10.2224310098	10.5346897319	10.6653015975	10.8373437461	11.2913650526	11.8341599238	12.1563900562	12.8038738371	13.529273736	13.7002931792	15.1738428539	16.7111374156	17.2297621546	20.6822898509	21.408922453	22.5149169178	23.2380708231	23.4745887871	23.7149868309	24.055983587	29.6714850972	30.0529970218	30.3053093006	30.6842662689	30.8550394202	32.3497263111	33.6858494356	34.314842951	35.1188006091	35.885037692
0.0683286	1.4114635961	1.8291400544	2.5110344546	3.4437600793	3.9500319183	4.2116635817	4.4425919417	5.3741338793	5.9435179408	6.5070601298	7.5823549427	8.0088650538	8.2126239577	9.3074205428	9.4527457074	10.2592825918	10.5466138735	10.6646993788	10.8443854646	11.2944935568	11.8492338659	12.1935163742	12.7810085853	13.5339200867	13.705854295	15.2922324267	16.6186091415	17.1428003397	20.7440518293	21.4963810782	22.4596386787	23.2347800324	23.4608535353	23.7053381854	24.0598375184	29.6717085734	30.0531283703	30.3126098254	30.6935792969	30.8483601998	32.3851152551	33.7398186164	34.2849571634	35.1550175184	35.8907514323
0.0719249	1.4554123772	1.8258615233	2.5159776552	3.5304819354	3.9970477181	4.2997256921	4.37183568	5.4473809737	5.9208117575	6.5122608217	7.5267732681	7.9459182804	8.1860479539	9.2902357027	9.4553745866	10.2966529866	10.5585042594	10.6645344825	10.8476106112	11.2979226985	11.8635988776	12.2302509885	12.7514942538	13.5404155505	13.7101201548	15.4106615204	16.5266828953	17.0642116222	20.79861358	21.577421191	22.4056039102	23.2287583444	23.4511226249	23.6965439753	24.0634089659	29.6717848308	30.0532546189	30.3187032802	30.7012132598	30.8426386267	32.4172127905	33.7875816402	34.2569137019	35.1906569129	35.8926401402
0.0755211	1.4950722422	1.8196703226	2.5153316699	3.6142397638	4.04214142	4.2792405526	4.403409492	5.4807201222	5.9132362995	6.5450235985	7.4440651976	7.905988894	8.1642526864	9.2768575017	9.4548034611	10.3319030562	10.5700392583	10.6646185407	10.8474051953	11.3013491615	11.8766210618	12.2663206144	12.7177376667	13.5476028183	13.7133714658	15.5277994603	16.434592452	16.996140327	20.8450417811	21.6510553485	22.3538803334	23.2207961167	23.4452667011	23.6887359476	24.0665621035	29.6717669342	30.0533712287	30.3236509444	30.7072130917	30.8379462504	32.4450773709	33.8283521279	34.2315915569	35.2240765513	35.8914772166
0.0791174	1.5295955484	1.8115349755	2.5113811561	3.6959178846	4.0794213578	4.2088024901	4.4773727216	5.4780712413	5.9189082732	6.607334832	7.3368342512	7.8898934685	8.1442800848	9.2671538416	9.4524213614	10.3624314549	10.5806946488	10.6648375351	10.8446797081	11.304445302	11.8876332983	12.30079556	12.6827038258	13.5543467941	13.7158315181	15.6419200266	16.3420985766	16.9407152901	20.8824003727	21.7156100833	22.3062313037	23.2122897279	23.442451403	23.6821574265	24.0691685846	29.6717012458	30.0534717305	30.3274868624	30.7116780108	30.8343162868	32.4678290738	33.8614086038	34.2099776156	35.2533344743	35.8883643664
0.0827136	1.5573618993	1.8029195116	2.5064944069	3.7760670549	4.0792710403	4.1667559564	4.5364304458	5.4574149513	5.9278220742	6.6959239501	7.2151303115	7.8885093514	8.1267428267	9.2607098501	9.4495962193	10.3859524339	10.5896362504	10.6651213136	10.8408202245	11.3069057576	11.8960134078	12.3314885223	12.650307436	13.5597468903	13.7176074111	15.7498540116	16.2507427147	16.8997790767	20.9098211856	21.7681367883	22.2656964851	23.2048184471	23.4415365419	23.6771202453	24.0711172825	29.6716258016	30.0535493977	30.3302254542	30.7147351788	30.8317486781	32.4846981371	33.8859940222	34.1931876276	35.2763361045	35.8846459089
0.0863099	1.575904196	1.7960237757	2.5026755099	3.853889134	4.0205358602	4.1725353138	4.57455676	5.4370537736	5.9337765377	6.8004922006	7.0913459708	7.8923018789	8.1141152923	9.2570720701	9.4474276606	10.4007432971	10.5957370034	10.665382463	10.8374972349	11.3084864292	11.9012588238	12.3541491429	12.626093502	13.563202217	13.7187026531	15.8425918332	16.1683844979	16.8746868906	20.926590382	21.8038051859	22.2371860954	23.1997406118	23.4414678445	23.6739385879	24.0723225527	29.6715688918	30.0535985278	30.3318696746	30.7165087502	30.8302233799	32.4950795018	33.9012694791	34.1824155843	35.29111254	35.881695616
0.0899061	1.5825121503	1.7933277762	2.5012487626	3.9094772591	3.9677220719	4.178457546	4.5877959299	5.4288902796	5.9356974259	6.8750788473	7.0105718454	7.8944358959	8.1094217892	9.2559012117	9.4466233747	10.4057830101	10.5979222074	10.6654933203	10.836186926	11.3090311736	11.9030446684	12.3628088611	12.6168266643	13.5643874673	13.7190754333	15.8871761474	16.1273289808	16.8662364476	20.9322353565	21.8166984887	22.2266721936	23.1979456966	23.4415288344	23.6728486448	24.0727304475	29.6715479575	30.0536153438	30.332418094	30.7170889484	30.8297180861	32.4985846685	33.9064702444	34.1786845304	35.2962171884	35.8805770854
0.0939492	1.5690498271	1.8019286888	2.5014773672	3.8700380202	4.0093672989	4.1749857931	4.5740040492	5.4309561337	5.9332000101	6.7768065027	7.1222076659	7.8849474735	8.1158009649	9.2521241893	9.4512705435	10.3919864609	10.5968358652	10.6689318488	10.8392638801	11.3131368414	11.9026605526	12.3575328022	12.6218278471	13.5646149627	13.7188135371	15.8296019884	16.1788004509	16.8723487325	20.9225990514	21.7999926264	22.2419782522	23.2028703932	23.4429299925	23.6754890078	24.0721395458	29.671298426	30.0536210636	30.3306669163	30.7192367576	30.8317078829	32.4975814734	33.9010913851	34.1775569885	35.2895801287	35.8851620992
0.0979923	1.5343882484	1.8234583667	2.5015890066	3.8120714386	4.0667717872	4.169340672	4.5372335671	5.4300506794	5.9278817496	6.6566045862	7.2819008572	7.863281247	8.1309806434	9.242623432	9.463246377	10.3550605908	10.5917872891	10.6771113408	10.8488480854	11.3247223664	11.9018394436	12.3430966981	12.6352184307	13.5654026915	13.7180126813	15.7155248355	16.2745952572	16.8906836425	20.8942352554	21.7556160762	22.2820770558	23.217101955	23.4471885361	23.6834037002	24.0703934756	29.6705567136	30.0536408771	30.3256638447	30.7250715648	30.838018967	32.4946047967	33.8845399339	34.1746596073	35.2709421638	35.8977857626
0.1020354	1.4889641364	1.8513429452	2.5002533007	3.7511452976	4.0834568912	4.1931088986	4.4916650623	5.4079506766	5.9281071425	6.5674090318	7.4280260151	7.8481711118	8.1485818884	9.2311810313	9.4782935354	10.3031733777	10.5806552055	10.6865847205	10.8647636647	11.3418863886	11.9015247582	12.3224453668	12.6534337078	13.5670446931	13.7166312237	15.585200371	16.3746032664	16.9211680824	20.8486574551	21.693722911	22.336621031	23.2390794032	23.454502238	23.6965598511	24.0675712979	29.6693431809	30.0536829164	30.3180636384	30.7330022503	30.8495360113	32.4897539574	33.8558452962	34.1712039738	35.2434681103	35.9156738008
0.1060785	1.4420505722	1.8813901124	2.496264764	3.6872992076	4.0350449303	4.2487410694	4.4635453977	5.3478492797	5.9459301559	6.5142867912	7.5219456253	7.8741958939	8.1661798715	9.2211359335	9.492074971	10.2429694808	10.5631182237	10.6966014909	10.8848636657	11.3622238538	11.9031119552	12.2982536728	12.6729052461	13.5699512013	13.7146183473	15.4481354392	16.4697875113	16.9634560142	20.7880459936	21.6215828858	22.3981325587	23.2663906779	23.4652997171	23.7148580029	24.0638026023	29.667690883	30.0537610354	30.3087074491	30.74115101	30.8672021097	32.483196408	33.8141493928	34.1685349039	35.2109043025	35.9356289414
0.1101216	1.4017359281	1.9104362004	2.4893721069	3.6207551386	3.9400464687	4.2866424765	4.485359524	5.2511686708	5.9849769873	6.4906931455	7.5381579019	7.9585865907	8.190124366	9.2145723586	9.5007751116	10.179530983	10.5401057975	10.7085337802	10.9057493311	11.3834998708	11.9081608904	12.2722955337	12.6908892198	13.5745030396	13.7119644151	15.3078508865	16.5577111755	17.0166409956	20.7149061768	21.5433953034	22.462300503	23.2960012291	23.480328852	23.7380684792	24.0592668288	29.6656444866	30.0538944509	30.2984167835	30.7482172151	30.8913505431	32.47517042	33.7593513735	34.1675688867	35.1765930117	35.9549088776
0.1141647	1.3751724617	1.9348464904	2.4806941008	3.5522595033	3.8054886761	4.3012586072	4.5515333594	5.1375141639	6.038138316	6.4859984626	7.5089518536	8.0410295541	8.24862621	9.2123758786	9.5009884903	10.1173699013	10.5131674748	10.7238881373	10.9241325645	11.40414824	11.9179893206	12.2455894749	12.7055695982	13.5807938592	13.7088284927	15.1665484736	16.6380690279	17.0790568963	20.6318018008	21.4617482936	22.5266032406	23.3246288306	23.5005721817	23.7657489013	24.0541990795	29.663259114	30.0541059779	30.2878726224	30.7538312674	30.9214583657	32.4659884464	33.6923514046	34.1685992885	35.1430726092	35.9715442198
0.1182078	1.3680073612	1.9502107838	2.4723681052	3.4801967096	3.6439512916	4.3090866837	4.6197109344	5.0388443623	6.0954621454	6.4912093518	7.4659481023	8.0682906133	8.3648227438	9.2144611787	9.4898953584	10.0607278172	10.4839714747	10.7435944291	10.9374234823	11.4235403285	11.9332299694	12.2186867716	12.7160396482	13.5881915043	13.7058332145	15.0261128309	16.7115782207	17.148377012	20.5412067592	21.3785361039	22.5894354516	23.3494643958	23.5267410867	23.7971466087	24.0489142352	29.660599276	30.0544183311	30.2775763054	30.7582310913	30.9564931538	32.4560407194	33.6148974873	34.1714389885	35.1120569451	35.9843296605
0.1222509	1.3833772136	1.9524239917	2.4656607871	3.3812139249	3.4910780616	4.3084199068	4.643552204	5.0047011246	6.1474358742	6.5013422603	7.4229564783	8.0608613712	8.5064558336	9.2199832964	9.4662039026	10.0129882662	10.4540792592	10.7679013179	10.9439391605	11.4419536455	11.9534961002	12.1919155951	12.7223192956	13.5946562152	13.7046286617	14.8884057784	16.7792795122	17.2219979353	20.4454596407	21.2953914815	22.6496889466	23.3690405971	23.5585342893	23.8310785112	24.0438766222	29.6577379242	30.0548485784	30.2678593262	30.7618132543	30.9953339617	32.445798348	33.5292845722	34.175654978	35.0845740355	35.9927062432
0.1262940	1.4207923374	1.9401388011	2.4564849253	3.2111688592	3.4057887438	4.2803628622	4.6211343981	5.0547352533	6.1844730464	6.5161929335	7.3865312654	8.0379715207	8.6490628465	9.2273623	9.4318224638	9.975608247	10.4249461963	10.7960240878	10.9433804251	11.4602242555	11.9772234488	12.1656288164	12.7253719164	13.5962568482	13.7083288046	14.7553636544	16.8419971884	17.2974412286	20.3467855706	21.2138776929	22.7065527488	23.3834029477	23.5945128698	23.8657433906	24.0398782186	29.654755504	30.0554015786	30.258913811	30.7649018102	31.0369514083	32.4358145802	33.4380880594	34.1807399398	35.0611411175	35.9966329172
0.1303371	1.4747602353	1.9173957944	2.4274511386	3.0295811218	3.3529967172	4.2050107855	4.6129656578	5.1453431852	6.1980175108	6.538893979	7.3597663432	8.0061937466	8.781836995	9.2336009918	9.3938998867	9.9476680138	10.398002479	10.8245775308	10.9384733209	11.4792583161	12.0014655319	12.140690441	12.7270534376	13.5886868983	13.7200500391	14.6290056009	16.9000582681	17.3725510629	20.2473535275	21.1355705048	22.7594069326	23.3934103922	23.6327825674	23.8983566363	24.0384424132	29.6517387988	30.0560638127	30.2508276467	30.7676879347	31.0804096443	32.4267216717	33.343982075	34.186203361	35.0419192622	35.9964745317
0.1343801	1.5320312608	1.8950816916	2.3428261856	2.8973377168	3.3132924023	4.0905986923	4.6385025218	5.2443123928	6.185574922	6.5708272643	7.343164903	7.9684151626	8.8956265036	9.2324737806	9.3674177105	9.9266733131	10.3747249408	10.8425010161	10.9399921869	11.4996800221	12.0208413271	12.1199325433	12.7299285978	13.5702584159	13.7400848938	14.5113657877	16.9532493472	17.4454765669	20.1493483937	21.0620849478	22.8077552871	23.4000306822	23.6716441853	23.9246717671	24.04237981	29.6487793287	30.0567991658	30.2436169853	30.7702342755	31.1248042566	32.4192184205	33.249635969	34.1916129632	35.0268273809	35.992907009
0.1384232	1.5687495915	1.8843367764	2.191882206	2.8431258688	3.2837926714	3.9571462459	4.6868818721	5.3363002256	6.1536292257	6.608592813	7.3352949546	7.9264503028	8.9775225318	9.2201735257	9.3705510191	9.9098244062	10.3566565553	10.8344140384	10.9632185682	11.5217554377	12.025552914	12.1106498248	12.7368859322	13.5416113411	13.7664716495	14.4043369003	17.0009082872	17.5145359393	20.0550449828	20.9950669492	22.8511745784	23.4040786692	23.709791886	23.9400247944	24.054839967	29.6459711222	30.0575478821	30.2372534193	30.772495236	31.1691905846	32.414039052	33.1576755911	34.1966120258	35.0156169333	35.9868336831
0.1424663	1.5645113687	1.8233390487	2.08510297	2.8419014327	3.2638078534	3.8167178091	4.749153185	5.4098453054	6.1145419071	6.6468243873	7.3337323937	7.8818784936	9.0129020229	9.2110200817	9.4051054356	9.8948002711	10.345335553	10.805939103	11.0023995776	11.5455160568	12.0103508671	12.1162907557	12.7505171853	13.5039011328	13.7971750179	14.3094342952	17.0420704209	17.5780500355	19.9668725831	20.9361559972	22.8892732818	23.4062220652	23.7462542609	23.9436029639	24.0751382818	29.6434077784	30.0582292271	30.2316852407	30.7743408099	31.2125223608	32.4118866775	33.0707031377	34.2009245597	35.0079198027	35.9793063981
0.1465094	1.5131826447	1.6421840287	2.1322746665	2.8643167705	3.2528527737	3.6756820797	4.820244437	5.4535370954	6.0826741368	6.6809227175	7.3358806044	7.8365611645	9.006147909	9.2139821986	9.4585876369	9.8799611561	10.342073477	10.7682344152	11.046106337	11.5709107522	11.9839748289	12.127746555	12.772365252	13.4585652406	13.8306880802	14.2275814705	17.0756323054	17.6342006425	19.8874523451	20.8869213232	22.9216604242	23.4070471919	23.7802903536	23.938742442	24.0985430479	29.6411788624	30.058747618	30.2268531354	30.7755832671	31.253613327	32.4133036421	32.9913796286	34.2043522285	35.0032848268	35.9714462534
0.1505525	1.3441370652	1.5355845501	2.2292958789	2.8982475072	3.2499646359	3.5387669507	4.8960207792	5.4595910937	6.0691341602	6.7074960567	7.3392370605	7.7931513194	8.9817132692	9.2201178354	9.5155480836	9.8642796996	10.3474894303	10.7277012398	11.0876740901	11.5978183351	11.9543272138	12.1387222113	12.8023030379	13.4077998905	13.8657061838	14.1591807035	17.1005185404	17.6809572711	19.8195774452	20.8487760485	22.9479297	23.4071037788	23.8113131686	23.928493637	24.1207824098	29.6393658013	30.0590013544	30.2227010729	30.7760075237	31.2911376625	32.4184416063	32.9225824169	34.2067644378	35.0012158232	35.9643608591
0.1545956	1.1322683044	1.4935926997	2.3264484957	2.9428582233	3.2527907875	3.4119101605	4.9705114086	5.4327103498	6.0742850026	6.7241588868	7.3410403253	7.7555675825	8.9566143105	9.2238459416	9.5639453004	9.8472567999	10.3607203936	10.6897997569	11.1219711874	11.6257394819	11.9264381557	12.1479063031	12.8382071814	13.3549686945	13.9001925313	14.1050238051	17.1158403253	17.7161200075	19.7660941585	20.8228788696	22.9676659176	23.4069110572	23.838843535	23.9143747525	24.1393535722	29.6380375676	30.058892713	30.2191832568	30.7754044797	31.3236870857	32.4267132498	32.8676335678	34.2080836094	35.0012179238	35.9590577968
