Wave Vector	Branch 1	Branch 2	Branch 3	Branch 4	Branch 5	Branch 6	Branch 7	Branch 8	Branch 9	Branch 10	Branch 11	Branch 12	Branch 13	Branch 14	Branch 15	Branch 16	Branch 17	Branch 18	Branch 19	Branch 20	Branch 21	Branch 22	Branch 23	Branch 24	Branch 25	Branch 26	Branch 27	Branch 28	Branch 29	Branch 30	Branch 31	Branch 32	Branch 33	Branch 34	Branch 35	Branch 36	Branch 37	Branch 38	Branch 39	Branch 40	Branch 41	Branch 42	Branch 43	Branch 44	Branch 45
0.1149844	2.0654546833	2.7167113882	2.9427657479	3.1375790147	3.2906385901	3.4488440561	3.5699525944	3.7739866668	4.1843109377	4.78531329	5.1314731976	5.4293573273	5.8228225184	6.0267087453	6.2888195305	8.1672025987	8.78499235	9.2133788082	9.6097067304	9.8329677293	10.6910770248	10.8097406558	11.11876812	11.5857144467	11.828486131	12.007261592	12.5427319279	12.8600572526	13.6193133055	13.9919866442	14.5740975125	15.051812635	15.8916862418	16.2861238845	16.4642016585	16.7236034005	17.1204852251	17.5116086079	18.7500950301	19.1553587325	19.9782437849	20.2498192502	20.8140836008	21.2254086377	22.7651824701
0.1207337	2.0988872424	2.8916369495	3.0315394351	3.2232497002	3.3350421316	3.4790724446	3.5832457365	3.7529218074	4.1767437792	4.8312627583	5.1356741624	5.4585067493	5.8550784411	6.0535714305	6.309896707	8.1990650013	8.9064338293	9.2566497138	9.6765278187	9.9006771276	10.6797803205	10.8019976291	11.1261028026	11.5484581637	11.8091380842	12.0629388836	12.4668408376	12.8051682694	13.6022647253	13.9714925682	14.4678792886	15.0169807852	15.8878180011	16.2197701914	16.4009346852	16.6969551973	17.2744787999	17.5915883739	18.6036642764	19.0346830224	20.0278537654	20.4056930318	20.9366960283	21.2006761444	22.7929680886
0.1264829	2.1240394837	3.0443305268	3.1108115878	3.293096309	3.3607249923	3.5014111883	3.6168221356	3.7317869275	4.1509930115	4.8418159434	5.146525939	5.4846811783	5.894115878	6.0670955388	6.327817431	8.2226769867	9.009551221	9.2903526249	9.7217560876	9.9803789759	10.6513147465	10.7991343868	11.1221822085	11.5291048438	11.7776320116	12.1388292169	12.385419765	12.7680514308	13.5445187183	13.9889816661	14.3746754827	14.9846572159	15.8997956636	16.1675891123	16.3389175746	16.6665067419	17.4332511122	17.6892211039	18.4525091042	18.9145798985	20.0645973483	20.5536175286	21.0394664331	21.1604464199	22.8127945457
0.1322321	2.1415874038	3.1562271935	3.1904538617	3.3264522359	3.3816533311	3.5159315721	3.6592009025	3.7222484341	4.109763909	4.8283904471	5.1647687958	5.5050312663	5.934616834	6.0676118669	6.3412670993	8.2388202963	9.089728748	9.314331519	9.7496789413	10.0582540871	10.6139610947	10.8062198809	11.0986057304	11.5262455261	11.7615900663	12.2001061924	12.3154093747	12.7481571495	13.4686812853	14.0277944762	14.2978890233	14.9575949219	15.9234542371	16.1263333331	16.2882772358	16.6372370253	17.5919016673	17.7863107174	18.300357378	18.8057981918	20.0903904153	20.6883111731	21.1024823188	21.1194210281	22.825750055
0.1379813	2.1519552962	3.21944357	3.2655948923	3.3172873151	3.4071640008	3.5230903841	3.6675895873	3.7548260315	4.0632627698	4.8110273206	5.1805621455	5.5177342583	5.9700275925	6.0581959684	6.3495403379	8.2481942001	9.1413258759	9.3285448043	9.7647908754	10.1176751616	10.578685195	10.8225959404	11.0657589268	11.5292131862	11.7627843409	12.2093752855	12.2946758317	12.7419111191	13.4053683053	14.068957735	14.240138536	14.9392827689	15.9510741996	16.093100228	16.2560319672	16.6160307188	17.7410469452	17.8602142112	18.1571135775	18.7248338729	20.1057830392	20.8038847416	21.0371517959	21.1656391293	22.8329502167
0.1437305	2.1553848616	3.2505426383	3.2869171765	3.3087176974	3.4168703318	3.5247507021	3.6638445444	3.7803159889	4.0393224465	4.803711147	5.186585342	5.522028132	5.9869425176	6.0501787594	6.3523256379	8.2512649518	9.159241111	9.3332200815	9.7695606892	10.1407534567	10.5633356156	10.8326279663	11.049091385	11.5306385583	11.7667232466	12.1963167507	12.3018309458	12.7415367558	13.3805046593	14.0900456888	14.214509801	14.9327689751	15.9657794334	16.0772203672	16.2452376465	16.6082746453	17.8294384497	17.883054208	18.0768898326	18.6937421219	20.1109075294	20.8683366854	20.9890104528	21.1818870012	22.8352440048
0.1490626	2.1593221539	3.2498978054	3.2790846404	3.3208776352	3.4170551549	3.5286060294	3.6671660924	3.7854779525	4.0448982333	4.8033839686	5.1873177771	5.5224741535	5.9855428762	6.0498485617	6.3514619815	8.2390082738	9.1608637237	9.3333999874	9.7670903909	10.1343351948	10.5607570011	10.8293603133	11.0475961381	11.5264034021	11.7624883191	12.1933534737	12.3008522713	12.7392798164	13.3826722111	14.0824653329	14.2163258933	14.9242926913	15.959706542	16.0667369652	16.2451417996	16.6017355403	17.8323423047	17.8901571678	18.0842491897	18.6995453859	20.1152599242	20.8730023273	20.9927578839	21.1847740409	22.8348836422
0.1543946	2.1713566841	3.2448789984	3.272610532	3.3427293902	3.4166404231	3.5398915849	3.6777805123	3.800876705	4.0617413304	4.8024890195	5.1895573811	5.5238080129	5.9813395482	6.0488918032	6.3489235008	8.2035549263	9.1646503794	9.3335919651	9.7591348107	10.1164121059	10.5522688917	10.8198109156	11.0428268477	11.5141542775	11.7501083243	12.1845384998	12.2979125851	12.7323511019	13.3887319545	14.0606267667	14.220557327	14.8994326542	15.9417629091	16.0382913127	16.2433638653	16.5826010642	17.8406781326	17.911123838	18.1052722386	18.7164626192	20.128359253	20.8869192866	21.0040083153	21.1934537984	22.8338550947
0.1597267	2.19199191	3.2335147881	3.2734940157	3.3675013141	3.4150871995	3.5567660897	3.6972773566	3.8262736418	4.0900518308	4.8012890379	5.193430074	5.5260156345	5.9743279602	6.0474087987	6.3448627426	8.1482869783	9.1680347117	9.3327144334	9.7440721894	10.0905131132	10.5361242318	10.8046848029	11.0339223823	11.4952164535	11.7304609819	12.1699389274	12.2931348926	12.7203119422	13.397385784	14.025988566	14.22492503	14.8598589636	15.912593982	15.9985047983	16.237542359	16.5522189335	17.8537846507	17.944488349	18.137256072	18.743073178	20.1503231287	20.9098392068	21.0227745337	21.2079781302	22.8323140211
0.1650587	2.2216084583	3.2192858678	3.2765335343	3.3870962521	3.419123392	3.5765809539	3.72647312	3.8613551445	4.1297183315	4.8002320464	5.199139617	5.5290704397	5.9645289379	6.0455619112	6.3395186759	8.0774635964	9.1683027286	9.3289817293	9.7194793404	10.0610921857	10.5107295232	10.7849211063	11.0195914046	11.4715360967	11.704726689	12.1493860362	12.2869597087	12.7025371818	13.4065302161	13.9794175907	14.2276384994	14.808192133	15.8730402111	15.9544153627	16.22665427	16.5125698399	17.8709618005	17.987653866	18.1768121324	18.77719583	20.1813123791	20.9413262125	21.0490388415	21.2284207756	22.8305132417
0.1703907	2.260019018	3.203951145	3.2772987953	3.3893083176	3.4401437223	3.5995910814	3.7636184799	3.9055582609	4.1798457042	4.799966464	5.20694869	5.5329341682	5.9520291768	6.0435661008	6.3331978066	7.9952508875	9.1634312596	9.3202232992	9.6831515842	10.0315931229	10.4757453818	10.7612882058	10.9987523597	11.4450184726	11.6740871403	12.1225048506	12.2801077396	12.6783427292	13.4132098955	13.9217671299	14.2275878443	14.7476582109	15.8248708005	15.9115370636	16.2108391223	16.466036733	17.8912605829	18.0376397198	18.2206793341	18.8161563734	20.2214630754	20.9807436581	21.0826939322	21.2548609938	22.82879258
