Wave Vector	Branch 1	Branch 2	Branch 3	Branch 4	Branch 5	Branch 6	Branch 7	Branch 8	Branch 9	Branch 10	Branch 11	Branch 12	Branch 13	Branch 14	Branch 15	Branch 16	Branch 17	Branch 18	Branch 19	Branch 20	Branch 21	Branch 22	Branch 23	Branch 24	Branch 25	Branch 26	Branch 27	Branch 28	Branch 29	Branch 30	Branch 31	Branch 32	Branch 33	Branch 34	Branch 35	Branch 36	Branch 37	Branch 38	Branch 39	Branch 40	Branch 41	Branch 42	Branch 43	Branch 44	Branch 45
0.0574922	0.6282573303	1.2342445542	1.813614189	2.2513788571	2.6471779594	2.8483141449	2.9687436322	3.5652925514	3.8490662389	3.987418205	4.3100762411	4.8218413326	5.022181059	5.9332819614	6.520046736	7.01327475	7.5604119606	8.2433315734	8.8216616728	9.4404566908	9.9458276886	10.3575910808	10.6145832214	11.9034068119	12.1770984897	12.3460962838	12.8153919417	13.4668818187	14.0810430422	14.4272310569	15.1293736642	15.3930015776	15.4966660034	15.6463897661	17.1762115846	17.3745633583	17.9616722985	18.066802274	18.2577238224	18.5784259018	19.6651908853	20.051824985	20.5478440573	20.8144642542	22.0345733463
0.0632414	0.8332451651	1.3802745454	1.9050090985	2.3331397176	2.7281119397	3.0143089235	3.0678831219	3.5953284055	3.8666077704	4.0401897922	4.4100499883	4.9148222529	5.1495853529	5.9195560555	6.4639038086	7.2008380848	7.624537888	8.3600494087	8.919078031	9.4833452591	10.0720225676	10.4216886623	10.7041982891	11.8226171259	12.109493787	12.3371761506	12.7833378556	13.4136490546	14.0080358074	14.4096464322	15.1625402148	15.4288815384	15.5239984	15.7307026061	17.1183462557	17.2705472834	17.8253810924	18.0780625701	18.3137399574	18.6681414479	19.6725603435	19.975068833	20.4950063648	20.8796620895	22.1343440976
0.0689907	1.0347620286	1.5143531698	2.0038382411	2.417126831	2.7888714316	3.0856216016	3.2526479346	3.6261832809	3.8741424073	4.1040995288	4.5196724281	4.9994873514	5.2756214598	5.911511488	6.4055601176	7.3907546036	7.6950443226	8.4791803412	9.0026825185	9.5248051682	10.1856564295	10.4900173832	10.813490548	11.731446532	12.0497011382	12.329427851	12.7541491715	13.3599144182	13.9264967853	14.3852188543	15.1617775744	15.4163311921	15.5978205257	15.8421623226	17.0472046007	17.1519879994	17.6468348876	17.9921891686	18.4761287333	18.8267954835	19.6776882405	19.9013534964	20.4304215489	20.9507813951	22.231041764
0.0747399	1.2357403994	1.635276155	2.1124499009	2.5028599108	2.8460891641	3.1393409645	3.4194482326	3.667802768	3.8767163503	4.1743029275	4.6332687558	5.0767430995	5.3967612791	5.9095411816	6.348480762	7.576594324	7.7732572193	8.5985101782	9.0748087134	9.5645426375	10.2851830521	10.5602167072	10.936008586	11.6379359504	11.9943250449	12.3163801453	12.7302829751	13.3073532608	13.8399200909	14.3540615458	15.1400286356	15.3725817499	15.7007821022	15.9650766321	16.9604211358	17.0308371195	17.4746087545	17.8727246094	18.6669341898	19.01015188	19.6608293717	19.8482953433	20.3675483911	21.0193194796	22.3234355163
0.0804891	1.4350470571	1.7449752456	2.2306747016	2.5897473715	2.9049864647	3.1890505714	3.522242874	3.742888626	3.88192183	4.2486276379	4.7451639199	5.1476736951	5.5101085958	5.9109031884	6.297349968	7.7445873757	7.8685717373	8.7155059167	9.139874238	9.602246665	10.37202952	10.6299690681	11.0587421585	11.552144163	11.9404017147	12.2925097221	12.7134615671	13.2564026977	13.7536549587	14.316390395	15.1039036406	15.3180139589	15.8057560495	16.093101954	16.8563579499	16.9206832848	17.3136054413	17.7534735353	18.8563609236	19.1958609135	19.6050296266	19.8309661234	20.3200382606	21.0815531784	22.4103405382
0.0862383	1.6257067277	1.8515466461	2.3558434575	2.6776479297	2.9672257017	3.2370911966	3.5612101821	3.8147025626	3.9211441578	4.3285367684	4.8502730923	5.2129088089	5.612563471	5.9112235342	6.2584054314	7.8650816436	8.0064025569	8.8271050707	9.2034575323	9.6378775566	10.4491604512	10.695688635	11.1580271887	11.4941339902	11.8859325238	12.2547707502	12.7025309917	13.2053137936	13.6757277834	14.27239451	15.0534092244	15.2615160803	15.8957535695	16.2208489765	16.7507140626	16.8256256685	17.1652992601	17.6459411504	19.0229703681	19.3658858756	19.532186618	19.8326730503	20.3058642278	21.1352413526	22.4906392712
0.0919875	1.7864591755	1.9771275963	2.4838870539	2.7668629519	3.0326861184	3.2839846828	3.5730580318	3.8270605738	4.0092668152	4.4172938119	4.944233073	5.2720034147	5.6990651329	5.9093656853	6.2373904793	7.9483984795	8.1722237316	8.9297071841	9.2713894816	9.6719175229	10.5191743316	10.7524992458	11.1935090971	11.5027511164	11.8302166179	12.2036011503	12.6925205417	13.1494787667	13.61688338	14.2221826573	14.9856185902	15.2094848959	15.9524804278	16.3396306826	16.659761799	16.7585821847	17.0313959002	17.5568187219	19.1222605851	19.452075878	19.5360362556	19.8455723807	20.3408224732	21.1787102344	22.5633252957
0.0977368	1.8950880281	2.1438799767	2.6103812066	2.857861804	3.1001651854	3.3293884094	3.5747541816	3.8204871135	4.087673433	4.5151033802	5.0230395169	5.3233042008	5.7593789149	5.9160047081	6.2352472772	8.0172720403	8.3392586676	9.0199767563	9.3481807226	9.7055402778	10.5827170453	10.7947011591	11.1684464791	11.5753201356	11.775234731	12.1424167094	12.6764865612	13.0837230118	13.5868231656	14.1659874631	14.8994546415	15.1644203056	15.9640952938	16.4320979881	16.5725344055	16.7588163471	16.9176951555	17.4920229444	19.1063064488	19.4216194194	19.6697022419	19.8879616714	20.4254066709	21.2105711229	22.6275621873
0.1034860	1.9679131895	2.3343052384	2.7311070953	2.9508387353	3.1677282535	3.3725877452	3.5722068385	3.8083408589	4.1416758145	4.6158630732	5.0823469732	5.3652191807	5.7866976083	5.9460375817	6.2471975589	8.0764710628	8.4991256046	9.0965060911	9.4344586269	9.7408412249	10.6372814943	10.8168191374	11.1342728173	11.6479253973	11.7397983563	12.077244715	12.6483585066	13.0081401623	13.5865565391	14.1049391395	14.7978924609	15.1247155281	15.9420829035	16.4445937883	16.5206694375	16.7918299723	16.8717532832	17.4587664601	19.0127266366	19.3611177232	19.8056479004	19.970575994	20.5447469838	21.2296281327	22.6827511274
0.1092352	2.0225899834	2.5284932877	2.8425746334	3.0449954298	3.2326397242	3.4127496019	3.5690233666	3.7926759522	4.1730100986	4.7096283462	5.1180395253	5.3990639725	5.8011652425	5.9885485563	6.2667717506	8.126443523	8.6484519138	9.160355427	9.5251190394	9.7814032872	10.6763468787	10.8184145464	11.1172042426	11.6316253829	11.7876625247	12.0204040948	12.6042270883	12.9301759795	13.604757959	14.0431249908	14.686849468	15.0877087523	15.911947981	16.3655198643	16.5104148838	16.7520659108	16.9780289512	17.4646036004	18.8884481204	19.2677526927	19.90932172	20.0968223706	20.679637218	21.2348552848	22.7285999913
